time,415,445,480,515,555,590,630,680,Clear,NIR,Heartrate,Oxygen,R,Confidence
6495117,138,134,153,294,392,867,2923,2938,4500,510,0,0,0.00,0
6583985,133,130,150,292,395,873,2929,2943,4500,512,0,0,0.00,0
6671875,135,131,151,295,396,876,2938,2947,4500,514,0,0,0.00,0
6753907,136,132,151,297,402,881,2949,2956,4500,561,0,0,0.00,0
6841797,136,132,152,298,402,886,2957,2964,4500,525,0,0,0.00,0
6929688,138,135,156,302,401,888,2964,2964,4500,549,0,0,0.00,0
7012696,135,131,152,299,406,894,2986,2997,4500,550,0,0,0.00,0
7103516,137,133,154,303,409,897,2976,2974,4500,522,0,0,0.00,0
7191407,135,132,152,298,398,873,2925,2938,4500,517,0,0,0.00,0
7274414,136,132,152,294,392,865,2911,2933,4500,540,0,0,0.00,0
7362305,136,133,152,294,391,862,2906,2928,4500,503,0,0,0.00,0
7450196,132,129,148,291,389,858,2899,2921,4500,519,0,0,0.00,0
7533203,134,129,149,290,393,861,2912,2950,4500,544,0,0,0.00,0
7621094,133,130,149,291,394,865,2913,2930,4500,510,0,0,0.00,0
7708985,135,130,150,294,398,871,2925,2948,4500,553,0,0,0.00,0
7812500,137,133,153,297,396,872,2923,2938,4500,505,0,0,0.00,0
7900391,134,130,150,295,398,877,2931,2943,4500,510,0,0,0.00,0
7988282,134,131,151,298,405,883,2957,2979,4500,554,0,0,0.00,0
8076172,137,133,153,302,408,890,2956,2962,4500,521,0,0,0.00,0
8164063,139,136,156,305,405,889,2957,2961,4500,510,0,0,0.00,0
8248047,134,130,151,302,406,889,2949,2951,4500,516,0,0,0.00,0
8334961,133,130,150,296,395,866,2901,2921,4500,508,0,0,0.00,0
8422852,133,131,150,293,395,862,2898,2919,4500,510,0,0,0.00,0
8505860,134,131,150,293,394,861,2894,2916,4500,508,0,0,0.00,0
8597657,136,132,151,294,390,857,2897,2936,4500,532,0,0,0.00,0
8686524,133,130,148,291,394,859,2905,2942,4500,507,0,0,0.00,0
8770508,135,131,151,294,395,866,2901,2923,4500,513,0,0,0.00,0
86914,134,130,150,294,396,863,2905,2938,4500,509,0,0,0.00,0
174805,136,132,152,297,396,864,2899,2917,4500,534,0,0,0.00,0
262696,137,132,152,298,398,867,2907,2921,4500,497,0,0,0.00,0
350586,132,129,150,296,402,876,2920,2929,4500,514,0,0,0.00,0
433594,135,131,152,300,407,884,2940,2964,4500,557,0,0,0.00,0
526367,137,135,155,304,408,886,2941,2944,4500,513,0,0,0.00,0
615235,136,132,154,304,410,891,2950,2947,4500,509,0,0,0.00,0
698242,135,131,152,304,406,880,2921,2926,4500,508,0,0,0.00,0
786133,133,130,150,297,397,861,2884,2905,4500,501,0,0,0.00,0
874024,133,130,149,294,396,861,2886,2905,4500,509,0,0,0.00,0
957031,135,131,151,295,392,855,2878,2902,4500,498,0,0,0.00,0
1044922,135,132,151,294,391,853,2870,2897,4500,498,0,0,0.00,0
1132813,132,127,147,291,392,857,2877,2902,4500,500,0,0,0.00,0
1219727,134,131,150,294,398,866,2891,2911,4500,511,0,0,0.00,0
1307617,135,130,150,295,400,868,2909,2943,4500,519,0,0,0.00,0
1396485,137,133,154,300,397,869,2903,2918,4500,500,0,0,0.00,0
1483399,133,129,149,297,403,876,2917,2929,4500,507,0,0,0.00,0
1572266,136,131,151,300,406,882,2928,2936,4500,518,0,0,0.00,0
1661133,137,133,154,303,409,888,2939,2943,4500,511,0,0,0.00,0
1750000,134,131,152,303,411,892,2943,2948,4500,545,0,0,0.00,0
1836914,134,130,151,299,400,867,2904,2933,4500,514,0,0,0.00,0
1929688,135,132,151,296,393,855,2872,2893,4500,528,0,0,0.00,0
2017578,131,127,147,291,392,856,2884,2921,4500,514,0,0,0.00,0
2104492,134,129,150,293,391,853,2868,2894,4500,503,0,0,0.00,0
2191406,133,129,148,291,394,855,2869,2897,4500,510,0,0,0.00,0
2279297,136,132,152,293,392,855,2879,2902,4500,529,0,0,0.00,0
2366211,131,129,148,292,396,861,2893,2929,4500,503,0,0,0.00,0
2450196,133,130,149,294,398,865,2895,2915,4500,508,0,0,0.00,0
2538086,133,129,149,295,400,870,2915,2946,4500,548,0,0,0.00,0
2629883,137,133,153,300,399,874,2910,2923,4500,504,0,0,0.00,0
2712891,133,129,149,298,407,882,2937,2959,4500,550,0,0,0.00,0
2800781,134,129,150,299,407,886,2935,2942,4500,513,0,0,0.00,0
2887696,136,131,153,303,412,895,2961,2974,4500,553,0,0,0.00,0
2970703,137,134,155,307,415,900,2961,2959,4500,525,0,0,0.00,0
3058594,135,133,153,305,406,881,2922,2946,4500,554,0,0,0.00,0
3146485,137,133,152,298,394,861,2894,2923,4500,497,0,0,0.00,0
3234375,132,128,148,293,396,861,2889,2907,4500,501,0,0,0.00,0
3327149,134,130,150,295,395,862,2898,2937,4500,508,0,0,0.00,0
3415039,135,131,151,294,391,857,2883,2905,4500,498,0,0,0.00,0
3502930,131,128,147,291,394,861,2893,2917,4500,504,0,0,0.00,0
3590821,135,130,150,295,397,868,2906,2928,4500,517,0,0,0.00,0
3678711,136,131,152,297,397,869,2925,2958,4500,544,0,0,0.00,0
3767578,134,131,151,296,399,876,2937,2970,4500,549,0,0,0.00,0
3855469,137,132,152,298,402,881,2940,2952,4500,513,0,0,0.00,0
3943360,136,132,153,299,406,889,2953,2963,4500,521,0,0,0.00,0
4036133,135,132,152,300,405,893,2969,2972,4500,520,0,0,0.00,0
4124024,138,134,154,303,409,903,2983,2985,4500,524,0,0,0.00,0
4206055,140,136,156,307,413,909,2998,2995,4500,522,0,0,0.00,0
4293946,138,135,155,304,403,887,2947,2958,4500,518,0,0,0.00,0
4381836,137,132,152,295,390,869,2917,2938,4500,502,0,0,0.00,0
4464844,133,129,148,290,393,868,2915,2939,4500,543,0,0,0.00,0
4552735,133,128,148,289,387,862,2902,2929,4500,509,0,0,0.00,0
4640625,133,130,149,289,389,858,2896,2927,4500,512,0,0,0.00,0
4733399,133,129,148,289,388,861,2906,2936,4500,504,0,0,0.00,0
4821289,134,129,148,290,390,868,2914,2941,4500,508,0,0,0.00,0
4909180,135,131,150,292,394,873,2923,2947,4500,553,0,0,0.00,0
4997071,137,134,153,295,393,874,2940,2973,4500,510,0,0,0.00,0
5083985,135,131,150,294,395,879,2944,2962,4500,512,0,0,0.00,0
5170899,135,131,151,295,399,887,2954,2968,4500,516,0,0,0.00,0
5258789,136,133,152,298,405,892,2968,2980,4500,561,0,0,0.00,0
5346680,139,136,155,302,403,895,2981,3003,4500,517,0,0,0.00,0
5434571,138,133,153,301,404,896,2971,2974,4500,513,0,0,0.00,0
5527344,136,132,152,296,393,868,2920,2956,4500,538,0,0,0.00,0
5615235,138,133,152,290,384,853,2888,2921,4500,495,0,0,0.00,0
5703125,132,128,146,284,382,853,2883,2918,4500,502,0,0,0.00,0
5791992,133,129,148,286,380,848,2875,2914,4500,508,0,0,0.00,0
5879883,135,131,150,285,377,845,2872,2909,4500,497,0,0,0.00,0
5962891,133,128,147,283,383,853,2896,2942,4500,537,0,0,0.00,0
6050781,134,128,148,286,382,854,2893,2922,4500,501,0,0,0.00,0
6138672,132,129,148,286,385,861,2911,2952,4500,544,0,0,0.00,0
6231446,136,132,151,290,384,862,2906,2934,4500,502,0,0,0.00,0
6319336,132,128,148,287,389,869,2918,2941,4500,546,0,0,0.00,0
6408203,135,131,150,291,393,875,2936,2972,4500,552,0,0,0.00,0
6496094,137,133,153,295,393,878,2937,2957,4500,514,0,0,0.00,0
6583985,136,133,151,294,393,880,2941,2951,4500,510,0,0,0.00,0
6671875,134,130,149,292,387,861,2897,2921,4500,507,0,0,0.00,0
6759766,133,128,147,282,377,842,2863,2901,4500,509,0,0,0.00,0
6846680,135,130,148,281,375,837,2865,2919,4500,526,0,0,0.00,0
6938477,132,126,145,277,372,834,2845,2891,4500,532,0,0,0.00,0
7026367,133,128,146,277,372,832,2853,2914,4500,503,0,0,0.00,0
7114258,135,131,148,280,369,831,2847,2891,4500,490,0,0,0.00,0
7196289,132,127,145,277,372,837,2856,2898,4500,498,0,0,0.00,0
7284180,133,129,147,280,370,838,2862,2902,4500,492,0,0,0.00,0
7372071,132,128,146,281,375,844,2872,2909,4500,501,0,0,0.00,0
7455078,133,129,147,283,381,852,2886,2917,4500,512,0,0,0.00,0
7542969,133,129,148,284,383,857,2897,2925,4500,511,0,0,0.00,0
7634766,133,129,148,286,382,860,2902,2928,4500,505,0,0,0.00,0
7717774,133,129,148,287,386,867,2913,2935,4500,507,0,0,0.00,0
7805664,134,131,148,287,379,847,2868,2902,4500,501,0,0,0.00,0
7893555,131,127,145,277,369,827,2832,2879,4500,501,0,0,0.00,0
7981446,134,129,147,277,367,823,2829,2877,4498,489,0,0,0.00,0
8069336,128,125,143,273,364,820,2821,2872,4500,525,0,0,0.00,0
8157227,130,126,143,273,364,818,2825,2896,4497,523,0,0,0.00,0
8246094,132,129,145,276,367,823,2838,2902,4499,499,0,0,0.00,0
8338867,130,125,142,274,369,830,2835,2885,4500,532,0,0,0.00,0
8426758,131,128,145,276,371,834,2852,2914,4500,505,0,0,0.00,0
8515625,134,131,148,281,369,832,2849,2892,4500,491,0,0,0.00,0
8603516,130,126,144,278,373,839,2864,2901,4500,498,0,0,0.00,0
8691406,133,128,147,280,377,845,2874,2909,4500,506,0,0,0.00,0
8779297,133,130,149,284,380,850,2875,2909,4500,543,0,0,0.00,0
87891,130,126,144,274,357,803,2789,2861,4468,515,0,0,0.00,0
180664,127,124,140,265,353,791,2754,2823,4413,489,0,0,0.00,0
273438,127,122,139,261,346,782,2734,2811,4389,476,0,0,0.00,0
356446,126,123,140,261,345,781,2730,2812,4382,480,0,0,0.00,0
444336,127,123,140,260,346,779,2733,2809,4383,479,0,0,0.00,0
532227,127,124,140,262,351,787,2750,2821,4408,489,0,0,0.00,0
614258,129,126,142,266,349,790,2757,2826,4422,475,0,0,0.00,0
701172,130,125,142,266,353,795,2768,2834,4439,482,0,0,0.00,0
789063,128,123,141,266,355,801,2777,2841,4458,514,0,0,0.00,0
872071,127,124,141,267,361,811,2804,2876,4483,513,0,0,0.00,0
963868,130,127,143,271,363,818,2810,2863,4490,499,0,0,0.00,0
1051758,132,128,146,276,365,823,2821,2871,4496,493,0,0,0.00,0
1134766,130,126,144,275,367,828,2830,2878,4500,492,0,0,0.00,0
1222657,131,126,145,278,372,836,2848,2885,4500,491,0,0,0.00,0
1310547,131,127,144,279,376,838,2845,2884,4500,498,0,0,0.00,0
1393555,130,125,143,273,359,799,2765,2828,4444,519,0,0,0.00,0
1481446,127,124,140,265,355,791,2746,2815,4407,489,0,0,0.00,0
1569336,129,126,142,266,350,782,2729,2805,4398,497,0,0,0.00,0
1656250,125,121,138,261,349,782,2737,2828,4398,507,0,0,0.00,0
1748047,127,123,139,262,352,784,2734,2810,4402,519,0,0,0.00,0
1835938,129,127,142,267,352,788,2753,2838,4418,478,0,0,0.00,0
1922852,126,122,139,265,355,793,2753,2824,4429,477,0,0,0.00,0
2010743,127,122,140,266,358,801,2765,2831,4442,485,0,0,0.00,0
2094727,129,125,142,270,364,809,2782,2844,4458,497,0,0,0.00,0
2182618,129,126,143,272,366,815,2796,2852,4482,497,0,0,0.00,0
2270508,132,128,146,277,366,822,2807,2860,4489,487,0,0,0.00,0
2354493,128,124,143,275,374,832,2822,2869,4500,504,0,0,0.00,0
2447266,132,128,146,280,379,839,2849,2907,4500,540,0,0,0.00,0
2535157,134,130,149,286,381,846,2855,2894,4500,504,0,0,0.00,0
2619141,132,128,147,285,377,836,2830,2869,4500,493,0,0,0.00,0
2707032,129,124,142,274,364,803,2769,2847,4453,515,0,0,0.00,0
2794922,128,125,142,271,361,799,2750,2818,4429,485,0,0,0.00,0
2878907,127,125,141,270,362,798,2745,2817,4425,487,0,0,0.00,0
2966797,128,124,141,270,364,797,2752,2839,4433,512,0,0,0.00,0
3053711,131,127,144,272,360,794,2742,2813,4423,473,0,0,0.00,0
3140625,128,125,142,273,367,804,2760,2828,4448,485,0,0,0.00,0
3228516,128,124,142,273,369,810,2769,2833,4465,522,0,0,0.00,0
3316407,130,126,144,277,374,817,2794,2865,4489,499,0,0,0.00,0
3404297,132,128,146,281,373,820,2792,2847,4493,485,0,0,0.00,0
3492188,128,125,143,279,379,829,2811,2859,4499,494,0,0,0.00,0
3580078,131,128,145,283,384,837,2825,2872,4500,499,0,0,0.00,0
3667969,132,128,148,286,389,848,2844,2888,4500,535,0,0,0.00,0
3755860,133,130,149,291,389,849,2860,2908,4500,494,0,0,0.00,0
3848633,133,129,148,292,396,861,2864,2899,4500,545,0,0,0.00,0
3936524,134,129,149,290,380,826,2798,2864,4499,502,0,0,0.00,0
4024414,129,125,143,278,372,808,2761,2822,4467,484,0,0,0.00,0
4107422,127,124,142,276,370,808,2759,2823,4461,486,0,0,0.00,0
4195313,128,124,142,277,370,806,2762,2831,4460,483,0,0,0.00,0
4283203,128,124,143,275,370,805,2752,2818,4448,493,0,0,0.00,0
4366211,131,126,144,278,369,807,2761,2824,4466,482,0,0,0.00,0
4454102,132,128,146,281,371,814,2775,2832,4488,485,0,0,0.00,0
4545899,128,125,144,280,375,820,2796,2866,4495,494,0,0,0.00,0
4628907,131,127,145,282,379,827,2798,2848,4497,498,0,0,0.00,0
4715821,131,126,145,282,383,832,2819,2882,4500,515,0,0,0.00,0
4803711,133,129,148,287,382,836,2821,2865,4500,492,0,0,0.00,0
4886719,130,126,146,286,385,843,2835,2872,4500,498,0,0,0.00,0
4974610,132,129,148,290,385,840,2828,2866,4500,492,0,0,0.00,0
5062500,128,125,143,279,369,807,2753,2816,4454,486,0,0,0.00,0
5150391,128,123,142,273,368,802,2745,2811,4439,494,0,0,0.00,0
5242188,126,123,140,270,364,798,2740,2810,4431,480,0,0,0.00,0
5331055,127,123,141,270,363,793,2731,2804,4419,484,0,0,0.00,0
5418946,128,125,142,271,364,796,2736,2807,4437,505,0,0,0.00,0
5507813,128,125,142,272,362,801,2757,2838,4457,514,0,0,0.00,0
5595703,127,125,142,273,367,804,2770,2844,4458,490,0,0,0.00,0
5682618,129,125,143,274,368,811,2772,2830,4472,496,0,0,0.00,0
5771485,131,128,146,278,368,812,2778,2837,4480,482,0,0,0.00,0
5859375,128,124,142,275,370,820,2793,2845,4481,489,0,0,0.00,0
5951172,130,127,144,279,377,831,2809,2859,4499,502,0,0,0.00,0
6039063,132,128,146,280,363,803,2756,2815,4452,478,0,0,0.00,0
6122071,124,120,137,265,355,781,2713,2807,4398,513,0,0,0.00,0
6209961,123,120,137,261,350,775,2692,2776,4350,472,0,0,0.00,0
6297852,125,121,138,261,351,775,2698,2793,4373,509,0,0,0.00,0
6381836,127,123,140,263,348,772,2698,2795,4365,505,0,0,0.00,0
6469727,126,122,139,262,348,775,2698,2780,4356,479,0,0,0.00,0
6556641,126,122,139,264,351,781,2719,2811,4403,505,0,0,0.00,0
6643555,126,122,139,265,356,790,2726,2799,4411,516,0,0,0.00,0
6731446,127,123,140,267,357,791,2734,2806,4413,483,0,0,0.00,0
6819336,129,125,142,269,360,799,2749,2815,4433,485,0,0,0.00,0
6907227,129,125,143,271,362,805,2771,2845,4465,514,0,0,0.00,0
6995118,127,124,142,272,366,811,2777,2841,4474,490,0,0,0.00,0
7083985,130,126,144,275,371,820,2793,2845,4490,499,0,0,0.00,0
7171875,131,127,145,276,355,794,2727,2799,4404,475,0,0,0.00,0
7259766,124,120,137,260,347,769,2680,2765,4336,470,0,0,0.00,0
7347657,124,120,138,260,347,765,2680,2778,4346,503,0,0,0.00,0
7439453,127,122,139,262,344,762,2666,2757,4319,463,0,0,0.00,0
7527344,122,118,135,256,346,763,2677,2777,4344,503,0,0,0.00,0
7614258,125,121,138,260,348,769,2678,2766,4337,476,0,0,0.00,0
7701172,125,121,138,262,351,779,2693,2778,4359,484,0,0,0.00,0
7789063,128,125,141,266,349,779,2703,2781,4375,471,0,0,0.00,0
7872071,124,120,138,264,357,786,2725,2814,4415,510,0,0,0.00,0
7959961,125,122,139,267,357,792,2729,2799,4416,481,0,0,0.00,0
8048828,127,123,141,270,363,800,2748,2813,4451,508,0,0,0.00,0
8135743,129,126,144,274,363,806,2758,2814,4461,481,0,0,0.00,0
8223633,132,127,145,277,366,811,2770,2830,4482,483,0,0,0.00,0
8311524,127,124,141,275,363,805,2743,2805,4445,488,0,0,0.00,0
8393555,126,123,139,266,353,773,2680,2764,4352,478,0,0,0.00,0
8481446,124,120,137,262,351,770,2675,2759,4340,475,0,0,0.00,0
8569336,124,122,139,263,351,770,2672,2757,4336,478,0,0,0.00,0
8657227,127,122,139,264,348,764,2667,2771,4353,499,0,0,0.00,0
8745118,122,119,136,259,349,769,2672,2765,4336,472,0,0,0.00,0
88868,125,122,138,261,350,767,2667,2768,4323,482,0,0,0.00,0
180664,123,120,137,260,350,768,2678,2772,4358,504,0,0,0.00,0
268555,125,122,138,262,352,776,2693,2783,4358,478,0,0,0.00,0
357422,126,123,140,266,356,783,2700,2773,4369,479,0,0,0.00,0
445313,127,123,141,268,355,788,2712,2781,4391,472,0,0,0.00,0
534180,126,121,139,269,362,796,2727,2795,4416,485,0,0,0.00,0
621094,127,123,141,272,366,804,2745,2804,4452,517,0,0,0.00,0
708985,130,126,145,278,366,805,2756,2825,4453,482,0,0,0.00,0
800782,124,121,138,266,350,770,2666,2755,4345,501,0,0,0.00,0
889649,123,121,137,261,349,763,2655,2759,4312,501,0,0,0.00,0
977539,126,122,139,260,339,751,2629,2727,4274,459,0,0,0.00,0
1065430,121,117,134,255,341,753,2630,2728,4275,468,0,0,0.00,0
1152344,123,120,136,257,342,753,2634,2730,4279,468,0,0,0.00,0
1241211,123,121,136,259,345,762,2652,2742,4318,501,0,0,0.00,0
1325196,124,120,138,259,345,766,2672,2769,4347,502,0,0,0.00,0
1413086,125,121,138,262,347,770,2677,2755,4337,469,0,0,0.00,0
1504883,125,121,139,264,354,783,2698,2773,4369,483,0,0,0.00,0
1588868,129,124,141,268,355,789,2718,2789,4397,475,0,0,0.00,0
1676758,130,126,144,273,361,803,2754,2814,4439,477,0,0,0.00,0
1765625,128,123,141,274,371,823,2791,2842,4482,491,0,0,0.00,0
1853516,131,126,145,280,376,842,2830,2869,4500,503,0,0,0.00,0
1941407,133,129,147,284,373,830,2796,2843,4491,525,0,0,0.00,0
2029297,129,125,143,274,358,800,2747,2824,4417,488,0,0,0.00,0
2117188,126,123,141,269,358,799,2734,2800,4399,482,0,0,0.00,0
2208985,128,126,144,272,359,799,2748,2827,4408,484,0,0,0.00,0
2296875,127,124,141,270,356,795,2735,2802,4401,478,0,0,0.00,0
2383789,127,122,139,268,361,807,2750,2815,4421,485,0,0,0.00,0
2470703,128,124,142,273,368,816,2771,2829,4459,526,0,0,0.00,0
2557618,131,127,145,278,370,821,2789,2850,4475,494,0,0,0.00,0
2645508,131,127,145,278,369,822,2791,2839,4481,479,0,0,0.00,0
2733399,128,124,143,277,375,831,2804,2852,4485,493,0,0,0.00,0
2817383,131,128,145,283,381,842,2824,2864,4500,504,0,0,0.00,0
2909180,133,130,148,286,384,845,2842,2893,4500,509,0,0,0.00,0
2997071,133,129,148,288,385,852,2845,2880,4500,494,0,0,0.00,0
3079102,131,128,146,288,388,861,2860,2887,4500,503,0,0,0.00,0
3166993,131,127,146,288,380,836,2808,2847,4497,495,0,0,0.00,0
3254883,129,126,143,278,368,814,2765,2821,4449,491,0,0,0.00,0
3337891,129,127,144,277,366,810,2756,2822,4441,482,0,0,0.00,0
3425782,129,126,145,277,367,811,2764,2824,4445,485,0,0,0.00,0
3513672,129,125,143,275,364,808,2759,2820,4437,480,0,0,0.00,0
3605469,128,125,143,275,370,820,2782,2837,4470,493,0,0,0.00,0
3692383,131,128,146,280,374,831,2806,2856,4481,490,0,0,0.00,0
3780274,130,129,146,282,378,840,2833,2888,4500,526,0,0,0.00,0
3868164,130,127,145,283,380,846,2838,2877,4500,500,0,0,0.00,0
3956055,132,129,148,287,387,857,2857,2889,4500,504,0,0,0.00,0
4043946,135,130,150,291,387,860,2863,2896,4500,497,0,0,0.00,0
4132813,131,128,147,290,388,863,2872,2900,4500,502,0,0,0.00,0
4220703,133,129,149,292,391,867,2882,2912,4500,537,0,0,0.00,0
4303711,132,130,149,288,375,827,2804,2866,4490,499,0,0,0.00,0
4394532,131,127,145,277,363,806,2759,2822,4438,478,0,0,0.00,0
4481446,126,123,141,271,361,800,2747,2817,4419,479,0,0,0.00,0
4563477,127,124,141,270,360,801,2754,2835,4419,486,0,0,0.00,0
4651368,126,122,140,267,357,798,2741,2812,4421,512,0,0,0.00,0
4739258,128,125,142,270,363,806,2767,2846,4440,516,0,0,0.00,0
4822266,131,128,145,275,362,808,2768,2835,4443,486,0,0,0.00,0
4910157,130,126,144,274,364,815,2791,2862,4477,518,0,0,0.00,0
4999024,130,127,143,275,366,819,2802,2871,4482,491,0,0,0.00,0
5085938,129,126,144,277,373,830,2817,2871,4500,532,0,0,0.00,0
5172852,130,126,145,279,373,836,2826,2871,4499,503,0,0,0.00,0
5261719,133,130,147,283,375,840,2837,2878,4500,513,0,0,0.00,0
5344727,130,126,145,282,376,836,2830,2887,4500,524,0,0,0.00,0
5432618,127,123,141,272,356,798,2743,2810,4407,476,0,0,0.00,0
5520508,126,123,140,267,353,789,2733,2817,4411,508,0,0,0.00,0
5607422,127,124,140,265,352,786,2725,2811,4374,487,0,0,0.00,0
5695313,128,124,141,266,348,781,2713,2795,4363,474,0,0,0.00,0
5787110,127,123,139,263,349,784,2723,2801,4374,479,0,0,0.00,0
5875000,127,123,140,264,353,794,2738,2816,4399,489,0,0,0.00,0
5963868,130,126,143,269,352,794,2746,2817,4410,478,0,0,0.00,0
6046875,125,122,139,265,357,803,2762,2828,4441,506,0,0,0.00,0
6135743,126,123,140,268,360,810,2777,2839,4451,486,0,0,0.00,0
6223633,129,126,143,272,365,818,2794,2850,4473,499,0,0,0.00,0
6307618,132,129,147,277,365,824,2805,2855,4478,485,0,0,0.00,0
6395508,132,128,146,278,368,830,2819,2864,4495,489,0,0,0.00,0
6487305,130,128,146,277,361,811,2777,2832,4448,488,0,0,0.00,0
6570313,128,124,140,265,351,786,2723,2798,4370,485,0,0,0.00,0
6658203,127,123,140,263,350,780,2715,2810,4361,486,0,0,0.00,0
6747071,128,126,141,264,342,775,2705,2789,4348,464,0,0,0.00,0
6830078,123,120,136,258,346,776,2706,2789,4344,473,0,0,0.00,0
6916993,124,121,137,259,346,782,2717,2798,4363,477,0,0,0.00,0
7004883,126,122,139,262,350,788,2735,2811,4386,482,0,0,0.00,0
7088868,127,125,141,266,353,796,2750,2820,4408,487,0,0,0.00,0
7180664,131,126,143,270,353,802,2765,2840,4439,508,0,0,0.00,0
7269532,127,124,140,268,360,812,2794,2869,4466,523,0,0,0.00,0
7357422,131,127,144,274,365,821,2803,2860,4478,498,0,0,0.00,0
7445313,132,128,146,276,366,825,2818,2864,4487,488,0,0,0.00,0
7532227,129,126,143,276,369,832,2830,2875,4495,494,0,0,0.00,0
7620118,129,126,145,279,374,839,2842,2900,4500,534,0,0,0.00,0
7708985,130,127,144,275,358,801,2759,2843,4421,491,0,0,0.00,0
7796875,130,127,144,268,349,787,2729,2805,4373,470,0,0,0.00,0
7888672,126,123,140,263,349,784,2733,2824,4376,478,0,0,0.00,0
7976563,128,125,140,263,349,787,2727,2805,4363,484,0,0,0.00,0
8065430,128,124,141,264,348,786,2734,2809,4371,472,0,0,0.00,0
8154297,126,122,139,264,353,799,2752,2825,4398,482,0,0,0.00,0
8243164,128,124,141,269,359,808,2769,2834,4425,492,0,0,0.00,0
8327149,130,127,144,272,357,807,2778,2840,4435,480,0,0,0.00,0
8414063,130,127,144,272,361,816,2793,2850,4461,480,0,0,0.00,0
8501953,128,124,142,273,367,827,2818,2870,4476,493,0,0,0.00,0
8588868,131,128,146,278,375,842,2840,2884,4496,503,0,0,0.00,0
8675782,132,129,147,282,376,849,2854,2892,4500,505,0,0,0.00,0
8763672,132,129,147,279,361,816,2788,2844,4442,478,0,0,0.00,0
