time,415,445,480,515,555,590,630,680,Clear,NIR,Heartrate,Oxygen,R,Confidence
8244140,147,141,162,318,429,1073,3200,3069,4500,580,0,0,0.00,0
8327148,150,143,165,323,425,1068,3202,3082,4500,522,0,0,0.00,0
8415039,150,142,165,322,425,1072,3193,3062,4500,557,0,0,0.00,0
8502929,144,138,160,319,433,1081,3221,3098,4500,578,0,0,0.00,0
8585937,149,142,165,326,438,1089,3222,3083,4500,545,0,0,0.00,0
8672851,149,141,165,328,445,1098,3244,3110,4500,589,0,0,0.00,0
8765625,152,144,168,334,444,1102,3240,3090,4500,530,0,0,0.00,0
87891,147,140,165,338,462,1122,3268,3121,4500,589,0,0,0.00,0
180665,150,144,168,342,452,1092,3206,3064,4500,533,0,0,0.00,0
263672,147,140,164,330,438,1074,3191,3071,4500,562,0,0,0.00,0
351563,148,141,165,329,437,1075,3192,3059,4500,525,0,0,0.00,0
439454,145,138,161,327,440,1077,3191,3058,4500,571,0,0,0.00,0
521485,146,140,163,326,440,1074,3197,3080,4500,538,0,0,0.00,0
609375,146,140,163,326,440,1079,3195,3063,4500,568,0,0,0.00,0
702149,148,141,164,329,439,1082,3201,3067,4500,527,0,0,0.00,0
790040,146,139,163,330,445,1087,3210,3072,4500,535,0,0,0.00,0
876954,148,141,165,333,451,1097,3232,3101,4500,588,0,0,0.00,0
964844,152,144,168,338,452,1103,3228,3085,4500,537,0,0,0.00,0
1052735,148,141,166,338,454,1107,3240,3088,4500,535,0,0,0.00,0
1140625,147,141,165,338,447,1082,3178,3046,4500,528,0,0,0.00,0
1223633,145,139,162,325,435,1059,3158,3043,4500,573,0,0,0.00,0
1311524,145,139,161,320,430,1054,3150,3036,4500,534,0,0,0.00,0
1403321,144,138,159,318,426,1049,3147,3031,4500,522,0,0,0.00,0
1487305,143,137,159,317,424,1044,3142,3030,4500,523,0,0,0.00,0
1575196,145,139,161,318,425,1048,3152,3036,4500,523,0,0,0.00,0
1663086,146,139,161,320,432,1058,3166,3047,4500,534,0,0,0.00,0
1746094,148,142,164,325,430,1058,3165,3043,4500,518,0,0,0.00,0
1833985,150,143,166,327,434,1064,3172,3047,4500,521,0,0,0.00,0
1922852,143,137,160,325,439,1073,3187,3059,4500,531,0,0,0.00,0
2006836,147,141,164,330,447,1086,3203,3068,4500,543,0,0,0.00,0
2099610,150,143,167,334,448,1092,3209,3074,4500,566,0,0,0.00,0
2187500,147,140,164,335,449,1085,3200,3080,4500,569,0,0,0.00,0
2270508,145,139,162,327,431,1046,3123,3015,4500,517,0,0,0.00,0
2358399,143,137,159,317,428,1043,3138,3041,4500,561,0,0,0.00,0
2446290,145,138,161,318,429,1044,3141,3045,4500,536,0,0,0.00,0
2528321,147,140,163,320,422,1033,3122,3015,4500,512,0,0,0.00,0
2616211,147,141,163,319,424,1036,3134,3033,4500,518,0,0,0.00,0
2704102,144,137,159,317,426,1045,3137,3027,4500,519,0,0,0.00,0
2796875,145,139,162,322,434,1057,3164,3058,4500,534,0,0,0.00,0
2884766,149,142,165,326,432,1055,3151,3035,4500,516,0,0,0.00,0
2972657,143,136,159,322,439,1065,3166,3044,4500,527,0,0,0.00,0
3060547,146,140,163,328,444,1074,3178,3056,4500,536,0,0,0.00,0
3148438,148,142,166,333,451,1082,3200,3084,4500,581,0,0,0.00,0
3232422,149,142,166,337,454,1089,3209,3089,4500,570,0,0,0.00,0
3319336,146,139,163,334,439,1054,3128,3016,4500,514,0,0,0.00,0
3407227,141,136,158,320,432,1042,3129,3034,4500,523,0,0,0.00,0
3495118,146,141,162,323,429,1046,3129,3019,4500,520,0,0,0.00,0
3582032,146,140,162,323,431,1041,3119,3014,4500,518,0,0,0.00,0
3668946,144,138,160,320,425,1035,3114,3009,4500,536,0,0,0.00,0
3751954,143,136,159,319,432,1046,3137,3044,4500,522,0,0,0.00,0
3839844,142,136,158,321,434,1052,3140,3029,4500,524,0,0,0.00,0
3926758,145,140,161,325,439,1061,3157,3055,4500,572,0,0,0.00,0
4010743,148,141,164,330,442,1063,3155,3039,4500,531,0,0,0.00,0
4097657,147,140,164,331,450,1074,3182,3068,4500,578,0,0,0.00,0
4190430,143,137,161,331,450,1081,3179,3049,4500,531,0,0,0.00,0
4272461,147,140,165,337,457,1088,3192,3073,4500,581,0,0,0.00,0
4360352,144,138,162,332,438,1042,3105,3002,4500,517,0,0,0.00,0
4448243,145,137,160,321,432,1036,3111,3020,4500,568,0,0,0.00,0
4530274,148,140,163,323,427,1030,3103,2998,4500,510,0,0,0.00,0
4617188,146,140,163,322,426,1031,3108,3020,4500,552,0,0,0.00,0
4704102,143,137,158,317,423,1028,3096,2997,4500,511,0,0,0.00,0
4791993,140,136,157,316,429,1036,3112,3008,4500,519,0,0,0.00,0
4884766,147,141,163,324,431,1043,3120,3012,4500,514,0,0,0.00,0
4972657,142,136,159,322,436,1050,3128,3016,4500,519,0,0,0.00,0
5060547,145,137,161,327,439,1055,3135,3023,4500,526,0,0,0.00,0
5147461,145,139,163,329,450,1067,3165,3059,4500,576,0,0,0.00,0
5229493,149,143,167,336,447,1069,3159,3036,4500,523,0,0,0.00,0
5317383,149,143,167,338,453,1081,3180,3068,4500,546,0,0,0.00,0
5405274,147,139,163,334,437,1041,3094,2990,4500,512,0,0,0.00,0
5487305,141,136,158,317,425,1021,3074,2981,4500,514,0,0,0.00,0
5579102,142,136,158,316,425,1024,3082,2990,4500,547,0,0,0.00,0
5666016,145,140,160,318,424,1019,3085,3003,4500,515,0,0,0.00,0
5749024,143,137,158,314,416,1011,3071,2980,4500,502,0,0,0.00,0
5836915,144,138,160,316,419,1018,3090,3009,4500,505,0,0,0.00,0
5924805,141,135,157,314,425,1027,3095,2997,4500,519,0,0,0.00,0
6007813,142,137,159,319,430,1035,3102,3001,4500,524,0,0,0.00,0
6095704,144,138,161,321,432,1040,3111,3005,4500,527,0,0,0.00,0
6183594,146,139,162,325,435,1045,3122,3013,4500,521,0,0,0.00,0
6270508,144,137,161,326,441,1055,3135,3024,4500,525,0,0,0.00,0
6357422,142,136,159,327,446,1064,3154,3050,4500,568,0,0,0.00,0
6445313,147,140,164,334,446,1056,3128,3017,4500,528,0,0,0.00,0
6527344,143,138,160,323,424,1018,3059,2970,4500,516,0,0,0.00,0
6614258,143,136,158,315,424,1015,3067,2979,4500,519,0,0,0.00,0
6702149,144,138,160,317,420,1013,3070,2979,4500,505,0,0,0.00,0
6790040,140,133,155,311,416,1008,3057,2968,4500,509,0,0,0.00,0
6877930,140,135,156,311,419,1013,3074,2999,4500,550,0,0,0.00,0
6969727,145,138,160,316,420,1016,3075,2982,4500,506,0,0,0.00,0
7057618,140,134,155,314,426,1027,3093,3011,4500,551,0,0,0.00,0
7145508,144,138,161,320,427,1029,3099,2995,4500,521,0,0,0.00,0
7227540,144,139,160,321,433,1039,3104,3005,4500,524,0,0,0.00,0
7315430,145,139,161,325,439,1046,3117,3015,4500,530,0,0,0.00,0
7403321,147,141,164,330,438,1052,3123,3013,4500,512,0,0,0.00,0
7486329,141,135,159,327,435,1034,3082,2983,4500,514,0,0,0.00,0
7573243,138,132,154,312,416,1000,3032,2950,4500,505,0,0,0.00,0
7666016,141,137,157,310,415,1002,3039,2959,4500,517,0,0,0.00,0
7749024,144,137,158,311,410,997,3038,2954,4500,496,0,0,0.00,0
7836915,143,137,159,310,408,990,3040,2972,4500,494,0,0,0.00,0
7925782,138,132,153,305,411,999,3044,2959,4500,509,0,0,0.00,0
8008790,141,134,156,310,418,1009,3060,2974,4500,518,0,0,0.00,0
8095704,143,136,158,312,420,1014,3072,2991,4500,517,0,0,0.00,0
8183594,143,137,159,315,424,1020,3074,2981,4500,517,0,0,0.00,0
8265625,143,137,159,318,423,1024,3082,2989,4500,507,0,0,0.00,0
8357422,141,134,157,317,432,1035,3106,3018,4500,555,0,0,0.00,0
8445313,144,138,161,324,437,1043,3111,3006,4500,522,0,0,0.00,0
8528321,144,139,161,327,441,1046,3109,3001,4500,528,0,0,0.00,0
8615235,142,136,159,321,421,1001,3025,2949,4500,513,0,0,0.00,0
8704102,142,135,157,308,406,986,3016,2940,4500,491,0,0,0.00,0
87891,137,131,153,304,406,984,3005,2933,4500,497,0,0,0.00,0
179688,140,133,154,304,409,986,3012,2940,4500,510,0,0,0.00,0
262695,141,136,156,306,401,977,2999,2931,4500,490,0,0,0.00,0
354492,139,132,152,300,403,980,3017,2958,4500,510,0,0,0.00,0
442383,140,134,155,305,407,989,3024,2950,4500,503,0,0,0.00,0
524414,140,134,155,307,413,999,3035,2958,4500,515,0,0,0.00,0
612305,141,135,157,310,416,1003,3042,2962,4500,517,0,0,0.00,0
700195,143,138,159,314,418,1006,3052,2965,4500,503,0,0,0.00,0
788086,141,134,156,313,423,1016,3066,2974,4500,509,0,0,0.00,0
875977,142,135,157,318,430,1029,3080,2986,4500,556,0,0,0.00,0
962891,144,137,160,322,437,1037,3097,3003,4500,528,0,0,0.00,0
1054688,143,137,160,324,437,1043,3112,3018,4500,532,0,0,0.00,0
1142578,142,136,159,323,422,1004,3019,2942,4500,507,0,0,0.00,0
1224610,140,133,155,308,414,993,3014,2940,4500,513,0,0,0.00,0
1312500,140,134,155,309,415,995,3022,2948,4500,512,0,0,0.00,0
1400391,142,135,157,311,410,989,3009,2935,4500,500,0,0,0.00,0
1482422,138,131,152,303,408,984,3007,2935,4500,497,0,0,0.00,0
1570313,141,134,156,307,409,992,3024,2948,4500,498,0,0,0.00,0
1658203,139,132,153,307,417,1000,3037,2955,4500,507,0,0,0.00,0
1745117,142,137,158,313,419,1004,3044,2959,4500,507,0,0,0.00,0
1833008,144,137,160,316,423,1011,3053,2967,4500,510,0,0,0.00,0
1921875,141,135,157,316,426,1019,3066,2977,4500,511,0,0,0.00,0
2003906,141,136,158,319,431,1028,3076,2983,4500,513,0,0,0.00,0
2090820,141,135,158,321,436,1036,3091,2992,4500,517,53,0,0.00,50
2178711,142,135,158,323,426,1006,3023,2944,4500,512,53,0,0.00,50
2261719,140,135,155,308,409,980,2990,2925,4500,535,53,0,0.00,50
2349610,141,134,155,307,407,982,3006,2932,4500,501,53,0,0.00,50
2441406,137,131,152,303,404,981,2997,2927,4500,498,53,0,0.00,50
2524414,138,132,152,302,406,979,2995,2929,4500,507,53,0,0.00,50
2612305,139,134,154,303,408,984,3010,2939,4500,509,53,0,0.00,50
2700195,141,136,157,308,411,992,3021,2945,4500,502,53,0,0.00,50
2788086,139,133,154,308,413,995,3028,2950,4500,498,53,0,0.00,50
2875977,139,132,154,309,419,1006,3048,2978,4500,545,53,0,0.00,50
2964844,142,136,157,315,425,1014,3063,2988,4500,530,53,0,0.00,50
3052735,145,138,161,320,424,1017,3061,2970,4500,503,53,0,0.00,50
3143555,142,137,159,321,433,1030,3087,3001,4500,518,53,0,0.00,50
3226563,144,137,159,324,430,1016,3041,2954,4500,518,53,0,0.00,50
3314453,139,133,155,310,409,976,2987,2932,4500,507,53,0,0.00,50
3402344,142,135,156,304,399,967,2976,2912,4500,485,53,0,0.00,50
3485352,135,129,149,297,399,967,2974,2914,4500,492,53,0,0.00,50
3573242,136,130,150,296,396,960,2967,2911,4497,495,53,0,0.00,50
3661133,137,131,151,296,398,967,2976,2918,4499,500,53,0,0.00,49
3749024,139,133,154,300,403,976,2991,2927,4500,506,53,0,0.00,49
3839844,136,129,150,299,404,981,3002,2930,4500,500,53,0,0.00,49
3927735,139,132,153,304,407,986,3006,2934,4500,507,53,0,0.00,49
4009766,140,134,155,308,417,997,3032,2968,4500,552,53,0,0.00,49
4097656,140,133,155,310,420,1003,3037,2955,4500,519,53,0,0.00,49
4186524,143,137,159,316,419,1006,3044,2958,4500,534,53,0,0.00,49
4270508,140,134,155,315,428,1020,3067,2993,4500,548,53,0,0.00,49
4358399,139,133,155,316,421,1002,3017,2940,4500,502,53,0,0.00,49
4450195,140,133,154,303,399,962,2960,2901,4498,496,53,0,0.00,49
4533203,137,131,151,297,395,956,2963,2904,4492,487,53,0,0.00,49
4621094,138,132,151,297,394,958,2960,2903,4494,484,55,0,0.20,94
4708985,134,128,148,292,392,952,2951,2901,4480,492,55,0,0.20,94
4797852,137,131,150,294,397,962,2970,2913,4497,504,55,0,0.20,94
4886719,140,135,155,299,397,965,2978,2918,4500,519,55,0,0.20,94
4974610,136,130,151,298,401,974,2998,2945,4500,498,55,0,0.20,94
5062500,140,133,154,303,404,979,2994,2930,4500,505,55,0,0.20,94
5154297,141,134,155,306,407,984,3016,2956,4500,498,55,0,0.20,94
5243164,138,132,153,306,414,998,3025,2945,4500,508,55,0,0.20,94
5330078,140,134,156,311,421,1007,3041,2958,4500,516,55,0,0.20,94
5417969,142,137,158,315,409,977,2975,2914,4500,493,54,100,0.10,97
5501953,135,129,149,295,395,954,2947,2895,4487,524,54,100,0.10,97
5589844,135,129,149,293,395,956,2956,2902,4486,490,54,100,0.10,97
5677735,136,130,150,296,395,956,2958,2899,4486,493,54,100,0.10,97
5760742,136,131,150,294,396,958,2963,2922,4498,536,54,100,0.10,97
5851563,140,135,153,297,394,960,2966,2910,4499,487,54,100,0.10,97
5939453,136,130,150,297,400,969,2980,2917,4500,494,54,100,0.10,97
6022461,138,131,152,301,405,977,2994,2926,4500,533,54,100,0.10,97
6109375,138,131,152,302,407,982,2998,2930,4500,502,54,100,0.10,97
6197266,139,133,154,307,415,994,3015,2943,4500,546,54,100,0.10,97
6280274,143,136,158,313,418,1000,3035,2966,4500,513,54,100,0.10,97
6368164,142,136,158,315,422,1006,3037,2952,4500,505,54,100,0.10,98
6456055,138,132,154,313,412,977,2978,2926,4500,528,54,100,0.10,98
6546875,137,130,150,296,397,954,2940,2890,4483,519,54,100,0.10,98
6634766,139,133,153,296,391,949,2946,2907,4482,487,54,100,0.10,98
6722656,135,130,150,292,387,945,2935,2887,4478,485,54,100,0.10,98
6809570,134,128,148,289,387,942,2933,2886,4470,490,54,100,0.10,98
6896485,136,130,150,290,392,953,2949,2898,4489,532,54,100,0.10,98
6984375,139,133,154,297,393,957,2965,2923,4499,502,54,100,0.10,98
7072266,137,131,151,296,394,960,2963,2907,4497,489,54,100,0.10,98
7164063,138,132,153,300,403,973,2985,2924,4500,505,55,100,0.10,98
7250977,141,135,155,304,404,976,2989,2920,4500,497,55,100,0.10,98
7338867,139,132,153,304,408,983,2998,2927,4500,493,55,100,0.10,98
7427735,137,131,153,306,414,994,3015,2939,4500,511,55,100,0.10,98
7510742,139,132,153,307,405,965,2956,2909,4499,536,55,100,0.10,98
7598633,135,129,149,292,390,944,2928,2880,4459,497,55,100,0.10,98
7686524,139,133,152,293,387,946,2942,2902,4481,514,55,100,0.10,98
7770508,133,128,147,289,388,945,2938,2903,4474,510,55,100,0.10,98
7862305,135,129,149,289,385,941,2928,2885,4463,491,55,100,0.10,98
7950195,136,131,151,292,393,953,2950,2899,4482,498,55,100,0.10,98
8033203,137,131,151,295,393,956,2959,2900,4487,485,55,100,0.10,98
8121094,139,133,153,300,396,962,2965,2905,4498,483,55,100,0.10,98
8208985,135,129,150,297,402,972,2976,2912,4500,500,55,100,0.10,98
8295899,138,132,153,302,410,984,3001,2937,4500,541,55,100,0.10,98
8383789,141,135,157,308,415,992,3008,2935,4500,506,55,100,0.10,98
8477539,137,131,153,308,416,996,3008,2933,4500,539,55,100,0.10,98
8564453,136,131,152,301,395,949,2929,2889,4468,503,55,100,0.10,98
8651367,138,131,151,293,386,938,2915,2872,4452,487,55,100,0.10,98
8739258,135,129,148,288,383,936,2917,2873,4447,480,55,100,0.10,98
87890,132,127,146,286,384,932,2913,2884,4441,484,56,100,0.10,99
180664,135,129,148,287,383,932,2907,2863,4443,520,56,100,0.10,99
268554,135,129,148,288,384,937,2927,2892,4460,509,56,100,0.10,99
356445,134,128,148,291,390,947,2934,2880,4474,491,56,100,0.10,99
449218,138,133,153,296,394,952,2947,2905,4493,520,56,100,0.10,99
537109,135,129,149,295,398,961,2953,2900,4497,491,56,100,0.10,99
625000,137,131,152,300,403,971,2967,2909,4499,494,56,100,0.10,99
712890,139,132,153,303,411,980,2983,2915,4500,502,56,100,0.10,99
799804,141,134,156,309,411,986,2993,2922,4500,525,56,100,0.10,98
886718,135,130,151,304,400,953,2931,2884,4477,489,56,100,0.10,98
969726,135,128,148,289,387,937,2907,2864,4440,486,56,100,0.10,98
1057617,134,128,147,290,389,943,2925,2889,4459,488,56,100,0.10,98
1149414,139,132,151,294,387,938,2911,2869,4457,507,56,100,0.10,98
1231445,133,127,147,288,386,938,2914,2869,4449,484,56,100,0.10,98
1319335,135,129,149,292,392,949,2940,2903,4484,517,56,100,0.10,98
1407226,136,130,149,295,399,960,2947,2893,4495,493,56,100,0.10,98
1490234,137,132,152,299,405,967,2962,2899,4498,504,56,100,0.10,98
1577148,138,132,152,302,408,975,2978,2925,4500,506,56,100,0.10,98
1665039,140,135,155,306,411,982,2985,2914,4500,498,56,100,0.10,98
1756835,138,132,153,309,418,993,3010,2944,4500,501,56,100,0.10,98
1843750,140,133,155,313,425,1004,3019,2937,4500,515,56,100,0.10,98
1930664,142,135,159,318,419,988,2971,2902,4500,501,56,100,0.10,98
2018554,137,131,152,301,393,943,2913,2881,4459,490,56,100,0.10,98
2105468,134,129,148,292,392,944,2914,2869,4460,489,56,100,0.10,98
2193359,136,129,148,292,392,943,2917,2870,4457,492,56,100,0.10,98
2281250,137,130,150,292,389,941,2912,2869,4448,486,56,100,0.10,98
2370117,135,129,148,291,390,947,2928,2876,4470,518,56,100,0.10,97
2462890,136,131,150,295,400,961,2950,2892,4487,500,56,100,0.10,97
2549804,140,133,153,301,398,967,2954,2893,4500,519,56,100,0.10,97
2636718,135,129,150,300,405,974,2969,2903,4500,493,56,100,0.10,97
2718750,137,130,152,303,410,985,2988,2916,4500,500,56,100,0.10,97
2806640,137,132,152,307,417,997,3005,2928,4500,504,56,100,0.10,97
2894531,141,134,155,313,426,1011,3028,2945,4500,518,56,100,0.10,97
2976562,144,137,159,319,428,1017,3044,2954,4500,507,56,100,0.10,97
3063476,143,136,159,322,434,1023,3040,2950,4500,518,56,100,0.10,97
3156250,137,130,152,310,411,976,2948,2883,4498,493,56,100,0.10,97
3239257,137,130,151,304,410,977,2955,2892,4497,505,56,100,0.10,97
3326171,138,132,153,305,409,978,2959,2893,4499,503,0,100,0.10,0
3414062,138,133,153,305,410,975,2956,2891,4498,500,0,100,0.10,0
3496093,139,131,152,304,406,973,2961,2894,4500,490,0,100,0.10,0
3583984,140,135,155,309,410,985,2977,2905,4500,492,0,100,0.10,0
3671875,135,129,151,306,416,995,2991,2913,4500,501,0,100,0.10,0
3764648,140,133,155,313,422,1001,3000,2920,4500,502,0,100,0.10,0
3851562,140,133,156,315,423,1007,3014,2926,4500,496,0,100,0.10,0
3938476,138,131,154,316,432,1020,3039,2962,4500,546,0,100,0.10,0
4026367,142,136,158,324,438,1028,3045,2950,4500,517,0,100,0.10,0
4114257,143,137,160,326,444,1042,3061,2959,4500,519,0,100,0.10,0
4202148,143,137,160,330,441,1036,3051,2950,4500,506,0,100,0.10,0
4290039,137,131,154,320,429,1000,2984,2917,4500,532,0,100,0.10,0
4378906,139,132,155,314,428,1002,2998,2930,4500,530,0,100,0.10,0
4470703,137,130,152,312,424,1003,2995,2913,4500,505,0,100,0.10,0
4557617,138,132,154,314,420,996,2986,2923,4500,503,0,100,0.10,0
4644531,139,132,154,312,424,1003,2995,2915,4500,511,0,100,0.10,0
4726562,141,136,158,317,426,1009,3005,2920,4500,504,0,100,0.10,0
4813476,141,135,157,319,431,1016,3015,2927,4500,510,0,100,0.10,0
4901367,142,135,159,322,429,1018,3019,2930,4500,505,0,100,0.10,0
4984375,139,131,154,320,439,1030,3045,2961,4500,543,0,100,0.10,0
5072265,138,132,156,323,443,1036,3051,2949,4500,513,56,100,0.10,96
5165039,143,136,160,331,447,1046,3062,2956,4500,516,56,100,0.10,96
5252929,143,136,160,332,448,1041,3044,2945,4500,507,56,100,0.10,96
5340820,138,131,154,320,425,1001,2976,2896,4500,535,56,100,0.10,96
5427734,138,132,155,314,424,1002,2997,2930,4500,512,56,100,0.10,96
5515625,142,135,157,316,423,1000,2992,2911,4500,499,56,100,0.10,96
5603515,138,131,153,313,417,992,2979,2901,4500,495,56,100,0.10,96
5690429,137,131,153,311,422,999,2991,2912,4500,535,56,100,0.10,96
5778320,140,133,156,315,429,1012,3019,2945,4500,516,56,100,0.10,96
5871093,139,132,154,317,429,1015,3015,2924,4500,538,56,0,0.00,96
5958007,141,133,156,320,433,1020,3032,2954,4500,509,56,0,0.00,96
6045898,143,135,158,323,438,1029,3039,2942,4500,521,56,0,0.00,96
6133789,144,137,161,329,437,1034,3048,2947,4500,504,56,0,0.00,96
6221679,139,133,156,327,444,1045,3063,2961,4500,531,56,0,0.00,96
6309570,142,136,160,332,451,1050,3074,2978,4500,559,56,0,0.00,96
6397460,142,136,158,325,424,996,2970,2893,4500,501,56,0,0.00,96
6485351,135,129,150,306,415,987,2976,2914,4500,532,56,0,0.00,96
6573242,135,129,150,304,411,980,2966,2894,4500,495,56,0,0.00,96
6661132,137,132,152,304,410,980,2961,2896,4500,537,0,0,0.00,0
6743164,140,133,154,305,406,978,2973,2916,4500,495,0,0,0.00,0
6831054,138,133,153,304,411,986,2980,2909,4500,536,0,0,0.00,0
6918945,139,133,155,309,412,990,2996,2927,4500,493,0,0,0.00,0
7006835,137,131,152,307,415,996,2998,2915,4500,499,0,0,0.00,0
7094726,139,132,154,311,420,1005,3010,2926,4500,513,0,0,0.00,0
7187500,140,134,156,314,423,1013,3021,2934,4500,507,0,0,0.00,0
7274414,140,132,156,317,430,1023,3039,2944,4500,511,0,0,0.00,0
7361328,141,135,157,321,438,1034,3054,2956,4500,521,0,0,0.00,0
7449218,145,138,161,327,437,1033,3053,2965,4500,543,0,0,0.00,0
7537109,139,132,155,315,412,983,2960,2887,4500,491,0,0,0.00,0
7625000,136,130,150,302,406,979,2963,2893,4500,500,0,0,0.00,0
7712890,138,131,152,302,406,979,2968,2897,4500,505,0,0,0.00,0
7799804,141,133,154,303,400,969,2959,2899,4500,519,0,0,0.00,0
7892578,136,130,150,298,401,974,2961,2895,4496,498,0,0,0.00,0
7975585,138,133,152,302,409,985,2985,2920,4500,541,0,0,0.00,0
8063476,139,132,153,305,413,989,2989,2915,4500,507,0,0,0.00,0
8151367,141,135,156,309,409,991,2992,2912,4500,527,0,0,0.00,0
8233398,136,130,152,307,418,1002,3016,2942,4500,510,0,0,0.00,0
8320312,137,131,153,311,422,1008,3017,2930,4500,539,0,0,0.00,0
8407226,141,133,156,315,428,1015,3032,2944,4500,509,53,0,0.00,50
8489257,140,135,157,319,433,1026,3044,2948,4500,520,53,0,0.00,50
8582031,142,136,159,323,426,1006,2996,2911,4500,500,53,0,0.00,50
8669921,137,130,152,305,406,977,2969,2909,4500,526,53,0,0.00,50
8757812,137,131,152,304,410,984,2976,2903,4500,499,53,0,0.00,50
