Pulse Ox data file Pulse000.csv code file /Users/g-gollin/SuperWoodchuckie2/_medicine/pulse_oximeter_2024_code/run_pulse_oximeter_2024_v5/run_pulse_oximeter_2024_v5.ino
Code date/time of last compilation was Feb 15 2024 22:07:59  DS3231 RTC date and time are 2024/2/16 (Friday)   4:08:18. temperature: 23.00*C or 73.40*F
N,t (ms),NIR I,white I,pulse ox light I,white light I,pulse ox 415,pulse ox 445,pulse ox 480,pulse ox 515,pulse ox clear0,pulse ox NIR0,pulse ox 555,pulse ox 590,pulse ox 630,pulse ox 680,pulse ox clear,pulse ox NIR,skin color 415,skin color 445,skin color 480,skin color 515,skin color clear0,skin color NIR0,skin color 555,skin color 590,skin color 630,skin color 680,skin color clear,skin color NIR,magic date
570,25176,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,62,93,159,357,0,0,0,0,0,0,2,5,35,64,60,3,9188
571,25217,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,63,94,158,353,0,0,0,0,0,0,2,5,35,64,60,3,9188
572,25254,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,99,163,357,0,0,0,0,0,0,2,5,35,64,60,3,9188
573,25292,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,63,94,159,356,0,0,0,0,0,0,2,5,35,64,60,3,9188
574,25329,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,100,166,362,0,0,0,0,0,0,2,5,35,64,60,3,9188
575,25367,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,63,94,161,363,0,0,0,0,0,0,2,5,35,64,60,3,9188
576,25562,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,99,169,370,0,0,0,0,0,0,2,5,35,64,60,3,9188
577,25599,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,65,96,166,375,0,0,0,0,0,0,2,5,35,64,60,3,9188
578,25637,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,69,101,172,381,0,0,0,0,0,0,2,5,35,64,60,3,9188
579,25674,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,97,168,381,0,0,0,0,0,0,2,5,35,64,60,3,9188
580,25711,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,69,101,172,383,0,0,0,0,0,0,2,5,35,64,60,3,9188
581,25749,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,98,170,387,0,0,0,0,0,0,2,5,35,64,60,3,9188
582,25790,9.749,-0.430,0,0,0,0,0,0,0,0,5,17,68,99,173,396,0,0,0,0,0,0,2,5,35,64,60,3,9188
583,25827,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,70,102,176,395,0,0,0,0,0,0,2,5,35,64,60,3,9188
584,25865,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,98,169,381,0,0,0,0,0,0,2,5,35,64,60,3,9188
585,25902,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,97,165,365,0,0,0,0,0,0,2,5,35,64,60,3,9188
586,25939,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,162,358,0,0,0,0,0,0,2,5,35,64,60,3,9188
587,25977,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,161,357,0,0,0,0,0,0,2,5,35,64,60,3,9188
588,26018,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,96,162,360,0,0,0,0,0,0,2,5,35,64,60,3,9188
589,26056,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,99,167,369,0,0,0,0,0,0,2,5,35,64,60,3,9188
590,26093,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,164,370,0,0,0,0,0,0,2,5,35,64,60,3,9188
591,26130,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,101,170,372,0,0,0,0,0,0,2,5,35,64,60,3,9188
592,26168,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,96,165,375,0,0,0,0,0,0,2,5,35,64,60,3,9188
593,26209,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,166,379,0,0,0,0,0,0,2,5,35,64,60,3,9188
594,26246,9.749,-0.430,0,0,0,0,0,0,0,0,5,17,70,103,174,381,0,0,0,0,0,0,2,5,35,64,60,3,9188
595,26284,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,97,169,386,0,0,0,0,0,0,2,5,35,64,60,3,9188
596,26321,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,71,104,177,392,0,0,0,0,0,0,2,5,35,64,60,3,9188
597,26359,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,97,171,397,0,0,0,0,0,0,2,5,35,64,60,3,9188
598,26396,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,72,106,180,401,0,0,0,0,0,0,2,5,35,64,60,3,9188
599,26437,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,73,105,181,406,0,0,0,0,0,0,2,5,35,64,60,3,9188
600,26474,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,100,176,407,0,0,0,0,0,0,2,5,35,64,60,3,9188
601,26666,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,69,101,170,374,0,0,0,0,0,0,2,5,35,64,60,3,9188
602,26704,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,101,168,367,0,0,0,0,0,0,2,5,35,64,60,3,9188
603,26741,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,65,96,165,370,0,0,0,0,0,0,2,5,35,64,60,3,9188
604,26782,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,69,101,171,375,0,0,0,0,0,0,2,5,35,64,60,3,9188
605,26820,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,69,101,171,380,0,0,0,0,0,0,2,5,35,64,60,3,9188
606,26857,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,99,170,382,0,0,0,0,0,0,2,5,35,64,60,3,9188
607,26894,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,102,172,381,0,0,0,0,0,0,2,5,35,64,60,3,9188
608,26932,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,100,171,383,0,0,0,0,0,0,2,5,35,64,60,3,9188
609,26969,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,101,172,387,0,0,0,0,0,0,2,5,35,64,60,3,9188
610,27010,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,99,172,389,0,0,0,0,0,0,2,5,35,64,60,3,9188
611,27048,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,70,103,176,391,0,0,0,0,0,0,2,5,35,64,60,3,9188
612,27085,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,68,100,172,394,0,0,0,0,0,0,2,5,35,64,60,3,9188
613,27122,9.749,-0.430,0,0,0,0,0,0,0,0,7,17,71,104,177,396,0,0,0,0,0,0,2,5,35,64,60,3,9188
614,27160,9.749,-0.430,0,0,0,0,0,0,0,0,5,17,68,99,173,394,0,0,0,0,0,0,2,5,35,64,60,3,9188
615,27197,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,71,104,178,397,0,0,0,0,0,0,2,5,35,64,60,3,9188
616,27238,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,72,104,179,401,0,0,0,0,0,0,2,5,35,64,60,3,9188
617,27276,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,68,99,174,400,0,0,0,0,0,0,2,5,35,64,60,3,9188
618,27313,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,71,104,177,397,0,0,0,0,0,0,2,5,35,64,60,3,9188
619,27351,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,64,95,165,376,0,0,0,0,0,0,2,5,35,64,60,3,9188
620,27388,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,67,100,167,363,0,0,0,0,0,0,2,5,35,64,60,3,9188
621,27429,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,99,165,359,0,0,0,0,0,0,2,5,35,64,60,3,9188
622,27466,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,63,94,160,357,0,0,0,0,0,0,2,5,35,64,60,3,9188
623,27504,9.749,-0.430,0,0,0,0,0,0,0,0,6,15,67,99,166,361,0,0,0,0,0,0,2,5,35,64,60,3,9188
624,27541,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,65,96,164,366,0,0,0,0,0,0,2,5,35,64,60,3,9188
625,27579,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,100,168,369,0,0,0,0,0,0,2,5,35,64,60,3,9188
626,27772,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,97,167,380,0,0,0,0,0,0,2,5,35,64,60,3,9188
627,27812,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,69,101,172,383,0,0,0,0,0,0,2,5,35,64,60,3,9188
628,27849,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,100,171,384,0,0,0,0,0,0,2,5,35,64,60,3,9188
629,27886,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,101,173,386,0,0,0,0,0,0,2,5,35,64,60,3,9188
630,27924,9.749,-0.430,0,0,0,0,0,0,0,0,5,17,69,101,174,389,0,0,0,0,0,0,2,5,35,64,60,3,9188
631,27961,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,101,173,391,0,0,0,0,0,0,2,5,35,64,60,3,9188
632,28002,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,100,174,395,0,0,0,0,0,0,2,5,35,64,60,3,9188
633,28040,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,70,103,176,392,0,0,0,0,0,0,2,5,35,64,60,3,9188
634,28077,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,165,373,0,0,0,0,0,0,2,5,35,64,60,3,9188
635,28114,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,99,165,358,0,0,0,0,0,0,2,5,35,64,60,3,9188
636,28152,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,63,94,159,354,0,0,0,0,0,0,2,5,35,64,60,3,9188
637,28189,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,99,164,353,0,0,0,0,0,0,2,5,35,64,60,3,9188
638,28230,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,100,165,357,0,0,0,0,0,0,2,5,35,64,60,3,9188
639,28268,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,161,359,0,0,0,0,0,0,2,5,35,64,60,3,9188
640,28305,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,101,168,366,0,0,0,0,0,0,2,5,35,64,60,3,9188
641,28342,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,163,367,0,0,0,0,0,0,2,5,35,64,60,3,9188
642,28380,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,101,169,368,0,0,0,0,0,0,2,5,35,64,60,3,9188
643,28417,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,95,164,370,0,0,0,0,0,0,2,5,35,64,60,3,9188
644,28458,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,97,166,372,0,0,0,0,0,0,2,5,35,64,60,3,9188
645,28496,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,101,170,376,0,0,0,0,0,0,2,5,35,64,60,3,9188
646,28533,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,98,169,378,0,0,0,0,0,0,2,5,35,64,60,3,9188
647,28570,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,69,102,173,382,0,0,0,0,0,0,2,5,35,64,60,3,9188
648,28608,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,69,101,172,385,0,0,0,0,0,0,2,5,35,64,60,3,9188
649,28649,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,101,173,388,0,0,0,0,0,0,2,5,35,64,60,3,9188
650,28686,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,69,101,173,390,0,0,0,0,0,0,2,5,35,64,60,3,9188
651,28878,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,163,354,0,0,0,0,0,0,2,5,35,64,60,3,9188
652,28915,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,163,350,0,0,0,0,0,0,2,5,35,64,60,3,9188
653,28952,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,94,160,353,0,0,0,0,0,0,2,5,35,64,60,3,9188
654,28990,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,67,100,165,357,0,0,0,0,0,0,2,5,35,64,60,3,9188
655,29031,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,100,166,360,0,0,0,0,0,0,2,5,35,64,60,3,9188
656,29069,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,162,364,0,0,0,0,0,0,2,5,35,64,60,3,9188
657,29106,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,101,167,365,0,0,0,0,0,0,2,5,35,64,60,3,9188
658,29143,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,95,162,364,0,0,0,0,0,0,2,5,35,64,60,3,9188
659,29181,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,101,170,367,0,0,0,0,0,0,2,5,35,64,60,3,9188
660,29222,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,69,103,171,374,0,0,0,0,0,0,2,5,35,64,60,3,9188
661,29259,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,65,96,166,375,0,0,0,0,0,0,2,5,35,64,60,3,9188
662,29297,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,70,103,174,379,0,0,0,0,0,0,2,5,35,64,60,3,9188
663,29334,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,98,169,382,0,0,0,0,0,0,2,5,35,64,60,3,9188
664,29372,9.749,-0.430,0,0,0,0,0,0,0,0,5,17,71,104,175,381,0,0,0,0,0,0,2,5,35,64,60,3,9188
665,29409,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,99,170,385,0,0,0,0,0,0,2,5,35,64,60,3,9188
666,29450,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,69,100,172,388,0,0,0,0,0,0,2,5,35,64,60,3,9188
667,29488,9.749,-0.430,0,0,0,0,0,0,0,0,6,17,71,103,175,388,0,0,0,0,0,0,2,5,35,64,60,3,9188
668,29525,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,98,169,380,0,0,0,0,0,0,2,5,35,64,60,3,9188
669,29562,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,164,360,0,0,0,0,0,0,2,5,35,64,60,3,9188
670,29600,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,161,351,0,0,0,0,0,0,2,5,35,64,60,3,9188
671,29637,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,161,348,0,0,0,0,0,0,2,5,35,64,60,3,9188
672,29678,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,160,347,0,0,0,0,0,0,2,5,35,64,60,3,9188
673,29716,9.749,-0.430,0,0,0,0,0,0,0,0,6,15,66,98,163,352,0,0,0,0,0,0,2,5,35,64,60,3,9188
674,29753,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,161,356,0,0,0,0,0,0,2,5,35,64,60,3,9188
675,29791,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,99,164,356,0,0,0,0,0,0,2,5,35,64,60,3,9188
676,29985,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,69,102,170,366,0,0,0,0,0,0,2,5,35,64,60,3,9188
677,30024,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,101,169,367,0,0,0,0,0,0,2,5,35,64,60,3,9188
678,30061,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,66,98,166,370,0,0,0,0,0,0,2,5,35,64,60,3,9188
679,30099,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,68,101,170,370,0,0,0,0,0,0,2,5,35,64,60,3,9188
680,30136,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,98,167,374,0,0,0,0,0,0,2,5,35,64,60,3,9188
681,30174,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,70,103,173,376,0,0,0,0,0,0,2,5,35,64,60,3,9188
682,30211,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,98,168,381,0,0,0,0,0,0,2,5,35,64,60,3,9188
683,30252,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,67,98,167,379,0,0,0,0,0,0,2,5,35,64,60,3,9188
684,30290,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,102,168,362,0,0,0,0,0,0,2,5,35,64,60,3,9188
685,30327,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,63,94,158,347,0,0,0,0,0,0,2,5,35,64,60,3,9188
686,30364,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,99,163,344,0,0,0,0,0,0,2,5,35,64,60,3,9188
687,30402,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,93,157,344,0,0,0,0,0,0,2,5,35,64,60,3,9188
688,30443,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,63,94,157,346,0,0,0,0,0,0,2,5,35,64,60,3,9188
689,30480,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,100,164,354,0,0,0,0,0,0,2,5,35,64,60,3,9188
690,30518,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,95,160,354,0,0,0,0,0,0,2,5,35,64,60,3,9188
691,30555,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,100,166,355,0,0,0,0,0,0,2,5,35,64,60,3,9188
692,30593,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,162,355,0,0,0,0,0,0,2,5,35,64,60,3,9188
693,30630,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,100,165,355,0,0,0,0,0,0,2,5,35,64,60,3,9188
694,30671,9.749,-0.430,0,0,0,0,0,0,0,0,6,16,67,99,165,359,0,0,0,0,0,0,2,5,35,64,60,3,9188
695,30709,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,162,358,0,0,0,0,0,0,2,5,35,64,60,3,9188
696,30746,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,99,164,357,0,0,0,0,0,0,2,5,35,64,60,3,9188
697,30783,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,163,358,0,0,0,0,0,0,2,5,35,64,60,3,9188
698,30821,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,163,358,0,0,0,0,0,0,2,5,35,64,60,3,9188
699,30858,9.749,-0.430,0,0,0,0,0,0,0,0,6,15,67,99,165,356,0,0,0,0,0,0,2,5,35,64,60,3,9188
700,30899,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,99,165,356,0,0,0,0,0,0,2,5,35,64,60,3,9188
701,31091,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,152,329,0,0,0,0,0,0,2,5,35,64,60,3,9188
702,31128,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,152,330,0,0,0,0,0,0,2,5,35,64,60,3,9188
703,31166,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,97,158,332,0,0,0,0,0,0,2,5,35,64,60,3,9188
704,31203,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,154,333,0,0,0,0,0,0,2,5,35,64,60,3,9188
705,31244,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,156,335,0,0,0,0,0,0,2,5,35,64,60,3,9188
706,31282,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,99,161,340,0,0,0,0,0,0,2,5,35,64,60,3,9188
707,31319,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,156,340,0,0,0,0,0,0,2,5,35,64,60,3,9188
708,31356,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,100,163,344,0,0,0,0,0,0,2,5,35,64,60,3,9188
709,31394,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,94,158,344,0,0,0,0,0,0,2,5,35,64,60,3,9188
710,31431,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,67,100,165,350,0,0,0,0,0,0,2,5,35,64,60,3,9188
711,31472,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,68,101,166,353,0,0,0,0,0,0,2,5,35,64,60,3,9188
712,31510,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,96,161,353,0,0,0,0,0,0,2,5,35,64,60,3,9188
713,31547,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,100,166,358,0,0,0,0,0,0,2,5,35,64,60,3,9188
714,31585,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,162,357,0,0,0,0,0,0,2,5,35,64,60,3,9188
715,31622,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,101,168,362,0,0,0,0,0,0,2,5,35,64,60,3,9188
716,31663,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,100,168,367,0,0,0,0,0,0,2,5,35,64,60,3,9188
717,31701,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,99,167,367,0,0,0,0,0,0,2,5,35,64,60,3,9188
718,31738,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,66,98,162,354,0,0,0,0,0,0,2,5,35,64,60,3,9188
719,31775,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,63,95,156,338,0,0,0,0,0,0,2,5,35,64,60,3,9188
720,31813,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,94,155,331,0,0,0,0,0,0,2,5,35,64,60,3,9188
721,31850,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,96,156,330,0,0,0,0,0,0,2,5,35,64,60,3,9188
722,31891,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,96,156,330,0,0,0,0,0,0,2,5,35,64,60,3,9188
723,31929,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,154,333,0,0,0,0,0,0,2,5,35,64,60,3,9188
724,31966,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,158,337,0,0,0,0,0,0,2,5,35,64,60,3,9188
725,32003,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,154,335,0,0,0,0,0,0,2,5,35,64,60,3,9188
726,32200,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,161,348,0,0,0,0,0,0,2,5,35,64,60,3,9188
727,32237,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,162,354,0,0,0,0,0,0,2,5,35,64,60,3,9188
728,32279,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,161,354,0,0,0,0,0,0,2,5,35,64,60,3,9188
729,32316,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,67,99,165,354,0,0,0,0,0,0,2,5,35,64,60,3,9188
730,32354,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,162,357,0,0,0,0,0,0,2,5,35,64,60,3,9188
731,32391,9.749,-0.430,0,0,0,0,0,0,0,0,5,16,68,100,167,362,0,0,0,0,0,0,2,5,35,64,60,3,9188
732,32428,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,96,162,361,0,0,0,0,0,0,2,5,35,64,60,3,9188
733,32470,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,157,348,0,0,0,0,0,0,2,5,35,64,60,3,9188
734,32507,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,97,158,331,0,0,0,0,0,0,2,5,35,64,60,3,9188
735,32544,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,60,91,151,325,0,0,0,0,0,0,2,5,35,64,60,3,9188
736,32582,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,97,155,322,0,0,0,0,0,0,2,5,35,64,60,3,9188
737,32619,9.749,-0.430,0,0,0,0,0,0,0,0,5,13,60,91,150,325,0,0,0,0,0,0,2,5,35,64,60,3,9188
738,32657,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,97,157,327,0,0,0,0,0,0,2,5,35,64,60,3,9188
739,32698,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,97,157,327,0,0,0,0,0,0,2,5,35,64,60,3,9188
740,32735,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,152,329,0,0,0,0,0,0,2,5,35,64,60,3,9188
741,32773,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,96,156,329,0,0,0,0,0,0,2,5,35,64,60,3,9188
742,32810,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,152,329,0,0,0,0,0,0,2,5,35,64,60,3,9188
743,32847,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,96,157,332,0,0,0,0,0,0,2,5,35,64,60,3,9188
744,32885,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,154,332,0,0,0,0,0,0,2,5,35,64,60,3,9188
745,32926,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,156,336,0,0,0,0,0,0,2,5,35,64,60,3,9188
746,32963,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,97,158,338,0,0,0,0,0,0,2,5,35,64,60,3,9188
747,33001,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,95,156,337,0,0,0,0,0,0,2,5,35,64,60,3,9188
748,33038,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,96,157,339,0,0,0,0,0,0,2,5,35,64,60,3,9188
749,33076,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,64,96,158,339,0,0,0,0,0,0,2,5,35,64,60,3,9188
750,33117,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,98,161,342,0,0,0,0,0,0,2,5,35,64,60,3,9188
751,33309,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,150,319,0,0,0,0,0,0,2,5,35,64,60,3,9188
752,33346,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,150,321,0,0,0,0,0,0,2,5,35,64,60,3,9188
753,33383,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,95,154,322,0,0,0,0,0,0,2,5,35,64,60,3,9188
754,33421,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,152,326,0,0,0,0,0,0,2,5,35,64,60,3,9188
755,33458,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,96,156,326,0,0,0,0,0,0,2,5,35,64,60,3,9188
756,33499,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,64,97,156,329,0,0,0,0,0,0,2,5,35,64,60,3,9188
757,33537,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,152,327,0,0,0,0,0,0,2,5,35,64,60,3,9188
758,33574,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,97,157,329,0,0,0,0,0,0,2,5,35,64,60,3,9188
759,33612,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,152,331,0,0,0,0,0,0,2,5,35,64,60,3,9188
760,33649,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,98,159,332,0,0,0,0,0,0,2,5,35,64,60,3,9188
761,33690,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,98,158,335,0,0,0,0,0,0,2,5,35,64,60,3,9188
762,33727,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,61,92,153,332,0,0,0,0,0,0,2,5,35,64,60,3,9188
763,33765,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,98,158,334,0,0,0,0,0,0,2,5,35,64,60,3,9188
764,33802,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,62,93,154,333,0,0,0,0,0,0,2,5,35,64,60,3,9188
765,33840,9.749,-0.430,0,0,0,0,0,0,0,0,5,15,65,98,159,337,0,0,0,0,0,0,2,5,35,64,60,3,9188
766,33877,9.749,-0.430,0,0,0,0,0,0,0,0,5,14,63,94,155,336,0,0,0,0,0,0,2,5,35,64,60,3,9188
