Pulse Ox data file Pulse000.csv code file /Users/g-gollin/SuperWoodchuckie2/_medicine/pulse_oximeter_2024_code/run_pulse_oximeter_2024_v5/run_pulse_oximeter_2024_v5.ino
Code date/time of last compilation was Feb 15 2024 22:07:59  DS3231 RTC date and time are 2024/2/16 (Friday)   4:08:18. temperature: 23.00*C or 73.40*F
N,t (ms),NIR I,white I,pulse ox light I,white light I,pulse ox 415,pulse ox 445,pulse ox 480,pulse ox 515,pulse ox clear0,pulse ox NIR0,pulse ox 555,pulse ox 590,pulse ox 630,pulse ox 680,pulse ox clear,pulse ox NIR,skin color 415,skin color 445,skin color 480,skin color 515,skin color clear0,skin color NIR0,skin color 555,skin color 590,skin color 630,skin color 680,skin color clear,skin color NIR,magic date
176,7777,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,103,146,229,425,0,0,0,0,0,0,2,5,35,64,60,3,9188
177,7815,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,102,144,227,423,0,0,0,0,0,0,2,5,35,64,60,3,9188
178,7852,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,97,139,216,397,0,0,0,0,0,0,2,5,35,64,60,3,9188
179,7889,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,94,136,207,375,0,0,0,0,0,0,2,5,35,64,60,3,9188
180,7931,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,93,135,205,366,0,0,0,0,0,0,2,5,35,64,60,3,9188
181,7968,9.749,-0.430,0,0,0,0,0,0,0,0,8,19,90,132,201,361,0,0,0,0,0,0,2,5,35,64,60,3,9188
182,8006,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,94,137,205,363,0,0,0,0,0,0,2,5,35,64,60,3,9188
183,8043,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,91,132,203,369,0,0,0,0,0,0,2,5,35,64,60,3,9188
184,8080,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,96,138,210,375,0,0,0,0,0,0,2,5,35,64,60,3,9188
185,8118,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,92,133,206,379,0,0,0,0,0,0,2,5,35,64,60,3,9188
186,8159,9.749,-0.430,0,0,0,0,0,0,0,0,8,20,93,134,207,382,0,0,0,0,0,0,2,5,35,64,60,3,9188
187,8196,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,98,142,216,387,0,0,0,0,0,0,2,5,35,64,60,3,9188
188,8234,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,94,135,209,390,0,0,0,0,0,0,2,5,35,64,60,3,9188
189,8271,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,100,145,221,398,0,0,0,0,0,0,2,5,35,64,60,3,9188
190,8309,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,96,137,214,403,0,0,0,0,0,0,2,5,35,64,60,3,9188
191,8346,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,103,147,226,408,0,0,0,0,0,0,2,5,35,64,60,3,9188
192,8387,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,103,147,226,410,0,0,0,0,0,0,2,5,35,64,60,3,9188
193,8425,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,99,140,220,415,0,0,0,0,0,0,2,5,35,64,60,3,9188
194,8462,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,104,148,230,419,0,0,0,0,0,0,2,5,35,64,60,3,9188
195,8499,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,100,141,224,423,0,0,0,0,0,0,2,5,35,64,60,3,9188
196,8537,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,103,147,228,421,0,0,0,0,0,0,2,5,35,64,60,3,9188
197,8578,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,95,137,213,393,0,0,0,0,0,0,2,5,35,64,60,3,9188
198,8615,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,90,132,202,371,0,0,0,0,0,0,2,5,35,64,60,3,9188
199,8653,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,89,130,199,361,0,0,0,0,0,0,2,5,35,64,60,3,9188
200,8690,9.749,-0.430,0,0,0,0,0,0,0,0,8,19,89,130,197,359,0,0,0,0,0,0,2,5,35,64,60,3,9188
201,8882,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,90,131,202,371,0,0,0,0,0,0,2,5,35,64,60,3,9188
202,8919,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,91,133,205,374,0,0,0,0,0,0,2,5,35,64,60,3,9188
203,8960,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,91,132,205,379,0,0,0,0,0,0,2,5,35,64,60,3,9188
204,8998,9.749,-0.430,0,0,0,0,0,0,0,0,8,21,95,138,211,387,0,0,0,0,0,0,2,5,35,64,60,3,9188
205,9035,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,93,134,210,393,0,0,0,0,0,0,2,5,35,64,60,3,9188
206,9073,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,97,141,217,400,0,0,0,0,0,0,2,5,35,64,60,3,9188
207,9110,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,95,136,214,402,0,0,0,0,0,0,2,5,35,64,60,3,9188
208,9147,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,101,144,223,408,0,0,0,0,0,0,2,5,35,64,60,3,9188
209,9189,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,102,145,225,415,0,0,0,0,0,0,2,5,35,64,60,3,9188
210,9226,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,98,138,221,421,0,0,0,0,0,0,2,5,35,64,60,3,9188
211,9263,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,104,147,229,421,0,0,0,0,0,0,2,5,35,64,60,3,9188
212,9301,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,92,132,209,396,0,0,0,0,0,0,2,5,35,64,60,3,9188
213,9338,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,93,136,208,373,0,0,0,0,0,0,2,5,35,64,60,3,9188
214,9379,9.749,-0.430,0,0,0,0,0,0,0,0,8,20,91,133,203,361,0,0,0,0,0,0,2,5,35,64,60,3,9188
215,9417,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,86,126,193,360,0,0,0,0,0,0,2,5,35,64,60,3,9188
216,9454,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,91,133,201,358,0,0,0,0,0,0,2,5,35,64,60,3,9188
217,9491,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,87,128,196,360,0,0,0,0,0,0,2,5,35,64,60,3,9188
218,9529,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,91,133,204,367,0,0,0,0,0,0,2,5,35,64,60,3,9188
219,9566,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,88,129,199,369,0,0,0,0,0,0,2,5,35,64,60,3,9188
220,9607,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,90,131,201,374,0,0,0,0,0,0,2,5,35,64,60,3,9188
221,9645,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,91,133,206,379,0,0,0,0,0,0,2,5,35,64,60,3,9188
222,9682,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,92,133,206,382,0,0,0,0,0,0,2,5,35,64,60,3,9188
223,9719,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,93,134,208,389,0,0,0,0,0,0,2,5,35,64,60,3,9188
224,9757,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,94,136,210,394,0,0,0,0,0,0,2,5,35,64,60,3,9188
225,9798,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,96,139,215,399,0,0,0,0,0,0,2,5,35,64,60,3,9188
226,9991,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,99,141,222,418,0,0,0,0,0,0,2,5,35,64,60,3,9188
227,10028,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,96,138,216,409,0,0,0,0,0,0,2,5,35,64,60,3,9188
228,10065,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,90,131,204,379,0,0,0,0,0,0,2,5,35,64,60,3,9188
229,10103,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,87,128,197,362,0,0,0,0,0,0,2,5,35,64,60,3,9188
230,10140,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,89,130,198,358,0,0,0,0,0,0,2,5,35,64,60,3,9188
231,10182,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,89,131,200,356,0,0,0,0,0,0,2,5,35,64,60,3,9188
232,10219,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,86,126,194,359,0,0,0,0,0,0,2,5,35,64,60,3,9188
233,10256,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,91,133,202,363,0,0,0,0,0,0,2,5,35,64,60,3,9188
234,10294,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,88,128,198,369,0,0,0,0,0,0,2,5,35,64,60,3,9188
235,10331,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,93,135,206,375,0,0,0,0,0,0,2,5,35,64,60,3,9188
236,10368,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,88,128,200,376,0,0,0,0,0,0,2,5,35,64,60,3,9188
237,10410,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,88,128,202,380,0,0,0,0,0,0,2,5,35,64,60,3,9188
238,10447,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,95,139,212,387,0,0,0,0,0,0,2,5,35,64,60,3,9188
239,10484,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,91,130,205,392,0,0,0,0,0,0,2,5,35,64,60,3,9188
240,10522,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,97,140,218,397,0,0,0,0,0,0,2,5,35,64,60,3,9188
241,10559,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,93,133,210,403,0,0,0,0,0,0,2,5,35,64,60,3,9188
242,10600,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,94,135,212,406,0,0,0,0,0,0,2,5,35,64,60,3,9188
243,10638,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,100,143,222,411,0,0,0,0,0,0,2,5,35,64,60,3,9188
244,10675,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,98,138,219,417,0,0,0,0,0,0,2,5,35,64,60,3,9188
245,10713,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,102,144,228,425,0,0,0,0,0,0,2,5,35,64,60,3,9188
246,10750,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,101,142,225,428,0,0,0,0,0,0,2,5,35,64,60,3,9188
247,10787,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,99,140,220,411,0,0,0,0,0,0,2,5,35,64,60,3,9188
248,10829,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,92,134,207,381,0,0,0,0,0,0,2,5,35,64,60,3,9188
249,10866,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,89,130,200,370,0,0,0,0,0,0,2,5,35,64,60,3,9188
250,10903,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,89,130,200,363,0,0,0,0,0,0,2,5,35,64,60,3,9188
251,11095,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,92,133,207,390,0,0,0,0,0,0,2,5,35,64,60,3,9188
252,11133,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,93,134,208,394,0,0,0,0,0,0,2,5,35,64,60,3,9188
253,11174,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,92,132,208,397,0,0,0,0,0,0,2,5,35,64,60,3,9188
254,11211,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,90,130,208,404,0,0,0,0,0,0,2,5,35,64,60,3,9188
255,11249,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,90,129,209,411,0,0,0,0,0,0,2,5,35,64,60,3,9188
256,11286,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,89,127,207,416,0,0,0,0,0,0,2,5,35,64,60,3,9188
257,11324,9.749,-0.430,0,0,0,0,0,0,0,0,8,21,92,131,212,420,0,0,0,0,0,0,2,5,35,64,60,3,9188
258,11361,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,88,127,210,425,0,0,0,0,0,0,2,5,35,64,60,3,9188
259,11402,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,89,126,209,431,0,0,0,0,0,0,2,5,35,64,60,3,9188
260,11439,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,93,133,217,434,0,0,0,0,0,0,2,5,35,64,60,3,9188
261,11477,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,90,127,213,437,0,0,0,0,0,0,2,5,35,64,60,3,9188
262,11514,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,96,136,222,443,0,0,0,0,0,0,2,5,35,64,60,3,9188
263,11552,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,82,118,198,417,0,0,0,0,0,0,2,5,35,64,60,3,9188
264,11593,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,77,113,186,389,0,0,0,0,0,0,2,5,35,64,60,3,9188
265,11630,9.749,-0.430,0,0,0,0,0,0,0,0,7,18,80,118,191,383,0,0,0,0,0,0,2,5,35,64,60,3,9188
266,11667,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,76,112,185,381,0,0,0,0,0,0,2,5,35,64,60,3,9188
267,11705,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,81,118,191,386,0,0,0,0,0,0,2,5,35,64,60,3,9188
268,11742,9.749,-0.430,0,0,0,0,0,0,0,0,6,18,79,115,190,394,0,0,0,0,0,0,2,5,35,64,60,3,9188
269,11780,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,83,121,199,406,0,0,0,0,0,0,2,5,35,64,60,3,9188
270,11822,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,86,124,204,416,0,0,0,0,0,0,2,5,35,64,60,3,9188
271,11860,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,82,118,199,419,0,0,0,0,0,0,2,5,35,64,60,3,9188
272,11897,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,89,127,209,427,0,0,0,0,0,0,2,5,35,64,60,3,9188
273,11934,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,85,121,205,434,0,0,0,0,0,0,2,5,35,64,60,3,9188
274,11972,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,92,130,216,443,0,0,0,0,0,0,2,5,35,64,60,3,9188
275,12013,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,92,131,218,450,0,0,0,0,0,0,2,5,35,64,60,3,9188
276,12206,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,92,128,218,462,0,0,0,0,0,0,2,5,35,64,60,3,9188
277,12243,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,92,129,219,465,0,0,0,0,0,0,2,5,35,64,60,3,9188
278,12281,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,97,135,227,466,0,0,0,0,0,0,2,5,35,64,60,3,9188
279,12318,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,85,121,205,436,0,0,0,0,0,0,2,5,35,64,60,3,9188
280,12355,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,85,122,201,412,0,0,0,0,0,0,2,5,35,64,60,3,9188
281,12397,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,81,119,195,397,0,0,0,0,0,0,2,5,35,64,60,3,9188
282,12434,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,79,115,190,397,0,0,0,0,0,0,2,5,35,64,60,3,9188
283,12472,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,82,119,195,398,0,0,0,0,0,0,2,5,35,64,60,3,9188
284,12509,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,81,118,194,401,0,0,0,0,0,0,2,5,35,64,60,3,9188
285,12546,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,84,121,199,409,0,0,0,0,0,0,2,5,35,64,60,3,9188
286,12584,9.749,-0.430,0,0,0,0,0,0,0,0,6,20,82,119,197,411,0,0,0,0,0,0,2,5,35,64,60,3,9188
287,12625,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,83,120,200,415,0,0,0,0,0,0,2,5,35,64,60,3,9188
288,12662,9.749,-0.430,0,0,0,0,0,0,0,0,8,20,83,120,199,416,0,0,0,0,0,0,2,5,35,64,60,3,9188
289,12700,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,85,123,203,420,0,0,0,0,0,0,2,5,35,64,60,3,9188
290,12737,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,82,119,200,421,0,0,0,0,0,0,2,5,35,64,60,3,9188
291,12774,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,86,124,206,425,0,0,0,0,0,0,2,5,35,64,60,3,9188
292,12816,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,87,127,208,431,0,0,0,0,0,0,2,5,35,64,60,3,9188
293,12853,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,84,120,203,432,0,0,0,0,0,0,2,5,35,64,60,3,9188
294,12890,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,90,128,212,437,0,0,0,0,0,0,2,5,35,64,60,3,9188
295,12928,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,86,122,206,440,0,0,0,0,0,0,2,5,35,64,60,3,9188
296,12965,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,91,130,216,447,0,0,0,0,0,0,2,5,35,64,60,3,9188
297,13002,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,88,124,211,451,0,0,0,0,0,0,2,5,35,64,60,3,9188
298,13044,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,88,123,210,453,0,0,0,0,0,0,2,5,35,64,60,3,9188
299,13081,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,86,124,206,427,0,0,0,0,0,0,2,5,35,64,60,3,9188
300,13119,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,78,115,190,403,0,0,0,0,0,0,2,5,35,64,60,3,9188
301,13310,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,87,125,205,422,0,0,0,0,0,0,2,5,35,64,60,3,9188
302,13348,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,87,125,207,428,0,0,0,0,0,0,2,5,35,64,60,3,9188
303,13389,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,87,125,208,431,0,0,0,0,0,0,2,5,35,64,60,3,9188
304,13426,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,85,121,205,433,0,0,0,0,0,0,2,5,35,64,60,3,9188
305,13464,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,89,126,211,436,0,0,0,0,0,0,2,5,35,64,60,3,9188
306,13501,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,87,123,208,441,0,0,0,0,0,0,2,5,35,64,60,3,9188
307,13538,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,90,128,215,447,0,0,0,0,0,0,2,5,35,64,60,3,9188
308,13576,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,91,128,214,449,0,0,0,0,0,0,2,5,35,64,60,3,9188
309,13617,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,94,132,220,456,0,0,0,0,0,0,2,5,35,64,60,3,9188
310,13654,9.749,-0.430,0,0,0,0,0,0,0,0,7,23,93,129,219,458,0,0,0,0,0,0,2,5,35,64,60,3,9188
311,13692,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,95,133,222,463,0,0,0,0,0,0,2,5,35,64,60,3,9188
312,13729,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,93,130,221,463,0,0,0,0,0,0,2,5,35,64,60,3,9188
313,13766,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,97,134,225,468,0,0,0,0,0,0,2,5,35,64,60,3,9188
314,13808,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,96,133,224,469,0,0,0,0,0,0,2,5,35,64,60,3,9188
315,13845,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,84,120,204,440,0,0,0,0,0,0,2,5,35,64,60,3,9188
316,13882,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,84,121,201,418,0,0,0,0,0,0,2,5,35,64,60,3,9188
317,13920,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,77,113,191,411,0,0,0,0,0,0,2,5,35,64,60,3,9188
318,13957,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,83,120,199,412,0,0,0,0,0,0,2,5,35,64,60,3,9188
319,13994,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,79,114,193,414,0,0,0,0,0,0,2,5,35,64,60,3,9188
320,14036,9.749,-0.430,0,0,0,0,0,0,0,0,7,19,80,115,195,422,0,0,0,0,0,0,2,5,35,64,60,3,9188
321,14073,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,86,123,205,427,0,0,0,0,0,0,2,5,35,64,60,3,9188
322,14110,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,82,117,200,433,0,0,0,0,0,0,2,5,35,64,60,3,9188
323,14148,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,86,123,206,433,0,0,0,0,0,0,2,5,35,64,60,3,9188
324,14185,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,83,119,200,436,0,0,0,0,0,0,2,5,35,64,60,3,9188
325,14222,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,87,124,208,438,0,0,0,0,0,0,2,5,35,64,60,3,9188
326,14417,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,89,124,213,457,0,0,0,0,0,0,2,5,35,64,60,3,9188
327,14454,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,90,125,216,461,0,0,0,0,0,0,2,5,35,64,60,3,9188
328,14492,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,94,131,221,466,0,0,0,0,0,0,2,5,35,64,60,3,9188
329,14529,9.749,-0.430,0,0,0,0,0,0,0,0,7,23,91,127,219,466,0,0,0,0,0,0,2,5,35,64,60,3,9188
330,14567,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,94,131,222,467,0,0,0,0,0,0,2,5,35,64,60,3,9188
331,14608,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,86,124,206,433,0,0,0,0,0,0,2,5,35,64,60,3,9188
332,14645,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,79,114,193,413,0,0,0,0,0,0,2,5,35,64,60,3,9188
333,14683,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,83,121,199,409,0,0,0,0,0,0,2,5,35,64,60,3,9188
334,14720,9.749,-0.430,0,0,0,0,0,0,0,0,6,19,79,114,192,408,0,0,0,0,0,0,2,5,35,64,60,3,9188
335,14757,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,84,122,201,417,0,0,0,0,0,0,2,5,35,64,60,3,9188
336,14795,9.749,-0.430,0,0,0,0,0,0,0,0,6,20,81,117,197,424,0,0,0,0,0,0,2,5,35,64,60,3,9188
337,14836,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,82,118,199,427,0,0,0,0,0,0,2,5,35,64,60,3,9188
338,14873,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,87,125,209,433,0,0,0,0,0,0,2,5,35,64,60,3,9188
339,14911,9.749,-0.430,0,0,0,0,0,0,0,0,7,20,84,119,202,435,0,0,0,0,0,0,2,5,35,64,60,3,9188
340,14948,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,89,127,212,441,0,0,0,0,0,0,2,5,35,64,60,3,9188
341,14985,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,87,122,208,446,0,0,0,0,0,0,2,5,35,64,60,3,9188
342,15027,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,89,126,212,453,0,0,0,0,0,0,2,5,35,64,60,3,9188
343,15064,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,91,127,216,457,0,0,0,0,0,0,2,5,35,64,60,3,9188
344,15101,9.749,-0.430,0,0,0,0,0,0,0,0,7,23,90,127,216,461,0,0,0,0,0,0,2,5,35,64,60,3,9188
345,15139,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,92,130,220,466,0,0,0,0,0,0,2,5,35,64,60,3,9188
346,15176,9.749,-0.430,0,0,0,0,0,0,0,0,7,23,94,130,221,465,0,0,0,0,0,0,2,5,35,64,60,3,9188
347,15214,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,94,130,223,471,0,0,0,0,0,0,2,5,35,64,60,3,9188
348,15255,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,94,130,223,470,0,0,0,0,0,0,2,5,35,64,60,3,9188
349,15292,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,97,135,227,474,0,0,0,0,0,0,2,5,35,64,60,3,9188
350,15330,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,94,129,222,474,0,0,0,0,0,0,2,5,35,64,60,3,9188
351,15521,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,88,126,209,437,0,0,0,0,0,0,2,5,35,64,60,3,9188
352,15559,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,90,128,215,449,0,0,0,0,0,0,2,5,35,64,60,3,9188
353,15600,9.749,-0.430,0,0,0,0,0,0,0,0,8,23,94,131,219,458,0,0,0,0,0,0,2,5,35,64,60,3,9188
354,15637,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,89,125,215,459,0,0,0,0,0,0,2,5,35,64,60,3,9188
355,15675,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,96,134,224,465,0,0,0,0,0,0,2,5,35,64,60,3,9188
356,15712,9.749,-0.430,0,0,0,0,0,0,0,0,7,23,91,127,218,467,0,0,0,0,0,0,2,5,35,64,60,3,9188
357,15749,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,98,136,229,472,0,0,0,0,0,0,2,5,35,64,60,3,9188
358,15787,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,93,128,221,473,0,0,0,0,0,0,2,5,35,64,60,3,9188
359,15828,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,95,129,223,475,0,0,0,0,0,0,2,5,35,64,60,3,9188
360,15865,9.749,-0.430,0,0,0,0,0,0,0,0,8,25,101,138,232,480,0,0,0,0,0,0,2,5,35,64,60,3,9188
361,15903,9.749,-0.430,0,0,0,0,0,0,0,0,8,24,96,132,226,480,0,0,0,0,0,0,2,5,35,64,60,3,9188
362,15940,9.749,-0.430,0,0,0,0,0,0,0,0,8,25,101,138,234,483,0,0,0,0,0,0,2,5,35,64,60,3,9188
363,15977,9.749,-0.430,0,0,0,0,0,0,0,0,8,25,97,134,229,481,0,0,0,0,0,0,2,5,35,64,60,3,9188
364,16019,9.749,-0.430,0,0,0,0,0,0,0,0,8,25,101,138,234,485,0,0,0,0,0,0,2,5,35,64,60,3,9188
365,16056,9.749,-0.430,0,0,0,0,0,0,0,0,8,25,100,136,232,484,0,0,0,0,0,0,2,5,35,64,60,3,9188
366,16093,9.749,-0.430,0,0,0,0,0,0,0,0,8,25,98,135,229,483,0,0,0,0,0,0,2,5,35,64,60,3,9188
367,16131,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,90,126,216,460,0,0,0,0,0,0,2,5,35,64,60,3,9188
368,16168,9.749,-0.430,0,0,0,0,0,0,0,0,8,22,87,125,210,441,0,0,0,0,0,0,2,5,35,64,60,3,9188
369,16205,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,85,121,207,440,0,0,0,0,0,0,2,5,35,64,60,3,9188
370,16247,9.749,-0.430,0,0,0,0,0,0,0,0,7,21,84,121,207,443,0,0,0,0,0,0,2,5,35,64,60,3,9188
371,16284,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,91,128,215,448,0,0,0,0,0,0,2,5,35,64,60,3,9188
372,16321,9.749,-0.430,0,0,0,0,0,0,0,0,7,22,89,125,214,461,0,0,0,0,0,0,2,5,35,64,60,3,9188
