18.75
21.53
22.50
19.93
21.14
21.04
23.02
19.75
19.60
26.19
18.83
20.52
20.41
22.67
21.37
18.26
21.45
21.55
23.77
20.91
18.42
22.60
19.47
19.19
22.04
20.29
21.50
18.02
20.27
22.63
19.98
20.89
20.76
21.81
19.90
18.73
20.58
21.04
19.64
20.23
20.26
22.73
19.85
19.93
22.18
20.28
21.14
20.58
18.94
21.51
21.26
20.85
21.65
20.28
23.20
21.40
19.50
20.76
20.67
22.39
20.08
20.41
23.04
