57.33
31.30
32.77
30.63
30.49
30.79
30.20
31.61
32.14
30.93
30.71
31.17
35.97
30.22
27.79
32.35
28.07
30.84
31.72
32.44
33.73
30.64
34.66
29.51
30.33
31.75
30.32
30.38
33.20
29.51
29.15
30.15
31.22
32.77
31.02
30.94
30.76
30.50
31.71
31.05
33.17
32.25
31.84
30.35
31.27
33.51
30.12
32.47
30.82
30.75
30.41
30.79
29.33
30.42
33.32
